ESPT_CD_ID;EMBA_CD_ID;PORT_CD_ID_ORIGEM;PORT_CD_ID_DESTINO;ESPT_TX_NUM_ESCALA;ESPT_DT_QTO_BOLETIM;ESPT_DT_QTP_BOLETIM;ESPT_NR_DIST_NAVEGADA;ESPT_NR_DIST_TABELADA;ESPT_NR_COMB_EXI_MFO;ESPT_NR_OLEO_PESADO;ESPT_NR_COMB_EXI_MDO_MGO;ESPT_NR_OLEO_DIESEL;ESPT_MD_VELOC_TP;ESPT_MD_CONS_FO;ESPT_MD_CONS_DO;ESPT_IN_CARGA_LASTRO;CEVG_NR_TEMPO;CEVG_NR_OLEO_PESADO;CEVG_NR_OLEO_DIESEL;CEVG_NR_DISTANCIA_NAV;CONSUMO_FO_VIAGEM;CONSUMO_DO_VIAGEM;CONSUMO_TOTAL;CONSUMO_MEDIO_VIAGEM;CONSUMO_FO_DCE;CONSUMO_DO_DCE;CONSUMO_TOTAL_DCE;CONSUMO_MEDIO_DCE;CONSUMO_DO_FCE;CONSUMO_FO_FCE;CONSUMO_TOTAL_FCE;CONSUMO_MEDIO_FCE;VELOC_MEDIA_VIAGEM;VELOC_MEDIA_FCE;VELOC_MEDIA_DCE;TEMPO_VIAGEM
227109;0YLN;BELM;COAR;515;3/12/2015 5:18 AM;3/18/2015 6:48 PM;1287;1270;583.05;120.17;645.15;128.99;13;13;1.25;L;98.6;53.77;4.81;1148;62.1;8.82;70.92;18.15;53.77;4.81;58.58;19.6;4.01;8.33;12.34;11.26;8.2;2.38;11.64;157
227277;137U;BELM;COAR;413;3/18/2015 5:42 PM;3/25/2015 4:54 PM;1245;1270;295.8;33.8;349.1;41.3;15;16.5;1.2;L;90.67;46.3;3.8;1098;53.3;7.5;60.8;20.48;46.3;3.8;50.1;21.92;3.7;7;10.7;13.74;7.46;1.93;12.11;167
227766;137U;BELM;COAR;417;4/1/2015 4:42 PM;4/8/2015 6:54 PM;1235;1270;191.5;17.1;247.3;25.1;15;16.5;1.2;L;98.2;49.1;4.4;1102;55.8;8;63.8;19.36;49.1;4.4;53.5;20.6;3.6;6.7;10.3;12.91;0.24;0.03;11.22;5090
228029;0YLN;BELM;COAR;523;4/9/2015 2:42 AM;4/17/2015 5:30 PM;1322;1270;376.6;76.18;439.43;87.96;13;13;1.25;L;100;54.18;4.62;1149;62.83;11.78;74.61;17.72;54.18;4.62;58.8;19.54;7.16;8.65;15.81;10.94;6.42;1.63;11.49;206
228188;137U;BELM;COAR;421;4/15/2015 5:00 AM;4/22/2015 5:42 PM;1251;1270;172.5;50.8;225.5;59;15;16.5;1.2;L;93.48;46;4;1112;53;8.2;61.2;20.44;46;4;50;22.24;4.2;7;11.2;12.41;6.95;1.61;11.9;180
228599;137U;BELM;COAR;425;4/29/2015 3:00 AM;5/5/2015 6:06 PM;1254;1270;72.6;35.1;126.7;42.6;15;16.5;1.2;L;94.88;47.7;4.2;1110;54.1;7.5;61.6;20.36;47.7;4.2;51.9;21.39;3.3;6.4;9.7;14.85;7.89;2.25;11.7;159
228942;137U;BELM;COAR;429;5/12/2015 12:18 PM;5/19/2015 7:00 PM;1252;1270;270.5;69.8;325.8;78.1;13;14.6;1.2;L;95.28;48.1;4.4;1112;55.3;8.3;63.6;19.69;48.1;4.4;52.5;21.18;3.9;7.2;11.1;12.61;7.2;1.78;11.67;174
229337;137U;BELM;COAR;433;5/27/2015 2:54 AM;5/31/2015 7:30 PM;1251;1270;172.9;55.1;227.1;60.7;15;16.5;1.2;L;97.58;48.3;4.9;1113;54.2;5.6;59.8;20.92;48.3;4.9;53.2;20.92;0.7;5.9;6.6;20.91;11.17;9.57;11.41;112
229644;0YLN;BELM;COAR;539;6/3/2015 12:30 AM;6/8/2015 6:00 PM;1317;1270;265.88;81.31;327.75;88.48;13;13;1.25;L;97.6;53.5;4.62;1144;61.87;7.17;69.04;19.08;53.5;4.62;58.12;19.68;2.55;8.37;10.92;15.84;0.36;0.05;11.72;3689
229810;137U;BELM;COAR;437;6/7/2015 9:42 PM;6/14/2015 4:54 PM;1242;1270;318;38.3;374.9;46.1;15;16.5;1.2;L;95.28;50.3;4.5;1108;56.9;7.8;64.7;19.2;50.3;4.5;54.8;20.22;3.3;6.6;9.9;13.54;7.62;1.98;11.63;163
230178;137U;BELM;COAR;441;6/21/2015 9:30 AM;6/26/2015 5:12 PM;1252;1270;213.4;23.8;268.9;29.9;15;16.5;1.2;L;94.98;49.9;4.3;1117;55.5;6.1;61.6;20.32;49.9;4.3;54.2;20.61;1.8;5.6;7.4;18.24;9.86;4.22;11.76;127
230359;130F;BELM;COAR;453;6/25/2015 12:24 PM;6/30/2015 4:00 PM;1239;1270;343.76;67.03;399.39;72.77;15;16.5;1.2;L;90.3;50.74;4.36;1111;55.63;5.74;61.37;20.19;50.74;4.36;55.1;20.16;1.38;4.89;6.27;20.41;10.07;3.91;12.3;123
230589;137U;BELM;COAR;445;7/4/2015 8:36 PM;7/9/2015 6:24 PM;1252;1270;262.6;59.1;317.1;64.7;15;16.5;1.2;L;95.88;49.2;4.6;1127;54.5;5.6;60.1;20.83;49.2;4.6;53.8;20.95;1;5.3;6.3;19.84;0.34;0.03;11.75;3669
230843;0YLN;BELM;COAR;555;7/12/2015 10:11 PM;7/17/2015 6:42 PM;1318;1270;252.7;101.79;315.7;107.51;14.5;18;1.25;L;103.2;55.52;5.07;1137;63;5.72;68.72;19.18;55.52;5.07;60.59;18.77;0.65;7.48;8.13;22.26;11.36;14.14;11.02;116
230908;137U;BELM;COAR;449;7/19/2015 8:24 AM;7/24/2015 6:48 PM;1251;1270;155.3;41.6;213.8;47.7;15;16.5;1.2;L;100.07;52.7;4.7;1125;58.5;6.1;64.6;19.37;52.7;4.7;57.4;19.6;1.4;5.8;7.2;17.5;9.62;4.21;11.24;130
231332;137U;BELM;COAR;453;7/31/2015 7:30 PM;8/5/2015 5:54 PM;1253;1270;303.8;27.9;357.8;33.2;15;16.5;1.2;L;95.08;48.2;4.3;1126;54;5.3;59.3;21.13;48.2;4.3;52.5;21.45;1;5.8;6.8;18.68;10.62;5.54;11.84;118
231555;0YLN;BELM;COAR;565;8/8/2015 7:30 PM;8/13/2015 5:48 PM;1320;1270;388.02;60.87;451.33;66.93;14.5;18;1.25;L;101.4;55.55;4.98;1142;63.31;6.06;69.37;19.03;55.55;4.98;60.53;18.87;1.08;7.76;8.84;20.14;11.19;10.72;11.26;118
231845;130F;BELM;COAR;471;8/19/2015 8:00 AM;8/23/2015 4:24 PM;1239;1270;241.25;53.22;297.36;58.23;15;16.5;1.2;L;87.2;49.76;4.31;1067;56.11;5.01;61.12;20.27;49.76;4.31;54.07;19.73;0.7;6.35;7.05;24.4;11.91;10.24;12.24;104
231945;0YLN;BELM;COAR;569;8/22/2015 3:42 PM;8/27/2015 5:42 PM;1313;1270;282.02;39.44;342.7;45.76;14.5;18;1.25;L;99.3;53.86;4.9;1131;60.68;6.32;67;19.6;53.86;4.9;58.76;19.25;1.42;6.82;8.24;22.09;10.76;8.02;11.39;122
232102;130F;BELM;COAR;475;8/29/2015 4:18 PM;9/5/2015 3:42 PM;1239;1270;382.39;78.88;438.49;86.19;15;16.5;1.2;L;84.8;48.33;3.94;1067;56.1;7.31;63.41;19.54;48.33;3.94;52.27;20.41;3.37;7.77;11.14;15.44;7.42;2.09;12.58;167
232471;137U;BELM;COAR;467;9/8/2015 1:30 PM;9/13/2015 4:42 PM;1247;1270;164.5;36.6;212.3;41.8;15;16.5;1.2;C;95;43.65;4;1127;47.8;5.2;53;23.53;43.65;4;47.65;23.65;1.2;4.15;5.35;22.43;1.48;0.16;11.86;843
232692;130F;BELM;COAR;479;9/14/2015 7:36 PM;9/19/2015 3:00 PM;1239;1270;278.43;62.21;332.88;67.49;15;16.5;1.2;L;84.7;48.04;3.99;1067;54.45;5.28;59.73;20.74;48.04;3.99;52.03;20.51;1.29;6.41;7.7;22.34;10.77;5.68;12.6;115
232923;130F;BELM;COAR;485;9/26/2015 3:30 PM;10/3/2015 4:06 PM;1253;1270;174.25;46.53;230.43;53.92;15;16.5;1.2;L;86.7;48.18;4.21;1071;56.18;7.39;63.57;19.71;48.18;4.21;52.39;20.44;3.18;8;11.18;16.28;7.46;2.24;12.35;168
233011;0YLN;BELM;COAR;581;9/30/2015 1:36 PM;10/5/2015 4:00 PM;1317;1270;403.42;111.78;463.93;118.31;14.5;18;1.25;L;94.1;52.31;4.67;1145;60.51;6.53;67.04;19.64;52.31;4.67;56.98;20.09;1.86;8.2;10.06;17.1;10.8;6.16;12.17;122
233175;137U;BELM;COAR;477;10/5/2015 10:54 AM;10/10/2015 11:30 PM;1258;1270;229.3;56.8;277.1;62.85;15;16.5;1.2;L;104.9;43;5.1;1127;47.8;6.05;53.85;23.36;43;5.1;48.1;23.43;0.95;4.8;5.75;22.78;0.34;0.04;10.74;3684
233818;130F;BELM;COAR;493;10/28/2015 5:54 PM;11/2/2015 4:00 PM;1239;1270;301.46;65.51;352.03;70.82;15;16.5;1.2;L;81.6;43.7;3.84;1057;50.57;5.31;55.88;22.17;43.7;3.84;47.54;22.23;1.47;6.87;8.34;21.82;10.5;5;12.95;118
234130;0YLN;BELM;COAR;591;11/7/2015 8:24 AM;11/12/2015 7:42 PM;1322;1270;202.52;53.62;258.43;60.26;;;;C;92.9;50.8;4.26;1150;55.91;6.64;62.55;21.14;50.8;4.26;55.06;20.89;2.38;5.11;7.49;22.96;0.36;0.05;12.38;3683
234541;0YLN;BELM;COAR;595;11/22/2015 10:24 PM;11/27/2015 10:36 PM;1318;1270;601.02;111.02;657.61;117.61;13;13;1.25;L;91.2;48.77;5;1143;56.59;6.59;63.18;20.86;48.77;5;53.77;21.26;1.59;7.82;9.41;18.6;10.98;6.08;12.53;120
234657;130F;BELM;COAR;501;11/27/2015 7:00 PM;12/6/2015 3:42 PM;1239;1270;416.1;80.58;464.81;89.46;13;14.6;1.2;L;82.8;43.05;3.86;1117;48.71;8.88;57.59;21.51;43.05;3.86;46.91;23.81;5.02;5.66;10.68;11.42;5.84;0.94;13.49;212
235308;0YLN;BELM;COAR;605;12/23/2015 10:24 AM;12/29/2015 4:00 PM;1319;1270;392.16;132.22;451.14;140.96;13;13;1.25;L;102.6;51.07;5.43;1148;58.98;8.74;67.72;19.48;51.07;5.43;56.5;20.32;3.31;7.91;11.22;15.24;8.85;3.69;11.19;149
235611;0YLN;BELM;COAR;609;1/5/2016 10:12 AM;1/15/2016 7:42 PM;1318;1270;289.06;104.94;346.81;120.47;13;13;1.25;L;93.9;50.3;4.53;1150;57.75;15.53;73.28;17.99;50.3;4.53;54.83;20.97;11;7.45;18.45;9.11;5.29;1.08;12.25;249
236440;130F;BELM;COAR;521;2/8/2016 5:54 PM;2/13/2016 2:42 PM;1238;1270;187.22;52.62;240.93;57.9;;;;C;70.7;40.38;3.3;936;53.71;5.28;58.99;20.99;40.38;3.3;43.68;21.43;1.98;13.33;15.31;19.73;10.67;6.67;13.24;116
237112;1UZH;BELM;COAR;69;2/28/2016 2:45 PM;3/8/2016 5:00 PM;1308;1270;254;49;308;73;13.8;19.45;0.1;L;91.75;46.91;7.95;1170;54;24;78;16.77;46.91;7.95;54.86;21.33;16.05;7.09;23.14;5.96;0.35;0.04;12.75;3770
238852;1UZH;BELM;COAR;83;4/27/2016 2:45 PM;5/2/2016 5:00 PM;1308;1270;290;72;339;82;13.8;19.45;0.1;L;94.76;42.62;7.68;1109;49;10;59;22.17;42.62;7.68;50.3;22.05;2.32;6.38;8.7;22.87;10.72;7.31;11.7;122
239167;1UZH;BELM;COAR;87;5/9/2016 2:00 PM;5/14/2016 5:30 PM;1308;1270;321;67;370;77;13.3;15.75;0.1;L;93.25;42.15;7.78;1102;49;10;59;22.17;42.15;7.78;49.93;22.07;2.22;6.85;9.07;22.71;10.63;6.92;11.82;123
239343;1VZ2;BELM;COAR;29;5/13/2016 5:15 AM;5/19/2016 4:30 PM;1308;1270;282;59.16;335;68;13.3;15.75;0.1;L;94.11;45.1;5.88;1119;53;8.84;61.84;21.15;45.1;5.88;50.98;21.95;2.96;7.9;10.86;17.4;8.44;3.1;11.89;155
239706;1VZ2;BELM;COAR;33;5/25/2016 2:30 PM;6/5/2016 5:30 PM;1308;1270;472;48;542;66.5;13.8;19.45;0.1;L;93.76;46.89;9.77;1141;70;18.5;88.5;14.78;46.89;9.77;56.66;20.14;8.73;23.11;31.84;5.24;4.9;0.96;12.17;267
240241;1VZ2;BELM;COAR;39;6/11/2016 6:00 PM;6/21/2016 4:15 PM;1308;1270;373;50;428;66;13.8;19.45;0.1;L;91.55;44.52;9.54;1142;55;16;71;18.42;44.52;9.54;54.06;21.12;6.46;10.48;16.94;9.8;5.5;1.13;12.47;238
240629;1VZ2;BELM;COAR;45;6/28/2016 5:15 PM;7/3/2016 4:45 PM;1308;1270;425;49;481;61;13.3;15.75;0.1;L;93.31;46.67;9.72;1142;56;12;68;19.24;46.67;9.72;56.39;20.25;2.28;9.33;11.61;14.3;10.99;6.46;12.24;119
241344;1VZ2;BELM;COAR;55;7/22/2016 1:45 AM;7/26/2016 6:00 PM;1308;1270;405;53;461;65;13.3;15.75;0.1;L;95.71;49.87;10.37;1144;56;12;68;19.24;49.87;10.37;60.24;18.99;1.63;6.13;7.76;21.13;11.68;10.07;11.95;112
241468;8798;BELM;COAR;849;8/1/2016 4:48 AM;8/6/2016 5:30 PM;1239;1270;251.88;71.43;302.32;77.81;10;11;1.2;L;99.3;43.64;4.5;1061;50.44;6.38;56.82;21.81;43.64;4.5;48.14;22.04;1.88;6.8;8.68;20.51;0.34;0.05;10.68;3660
241508;1VZ2;BELM;COAR;61;8/3/2016 12:45 PM;8/9/2016 6:30 PM;1308;1270;301.8;51;359;62;13.3;15.75;0.1;L;94.63;49.3;7.1;1144;57.2;11;68.2;19.18;49.3;7.1;56.4;20.28;3.9;7.9;11.8;13.9;0.3;0.04;12.09;4421
241738;8798;BELM;COAR;853;8/13/2016 2:36 PM;8/20/2016 5:42 PM;1237;1270;161.31;51.69;209.06;60.77;13;13.5;1.2;L;95.3;42.13;8.44;1060;47.75;9.08;56.83;21.77;42.13;8.44;50.57;20.96;0.64;5.62;6.26;28.27;7.23;2.34;11.12;171
241821;1VZ2;BELM;COAR;67;8/19/2016 12:30 AM;8/23/2016 4:00 PM;1308;1270;437;44;491;52;13.3;15.75;0.1;L;91.88;45.94;6.89;1143;54;8;62;21.1;45.94;6.89;52.83;21.64;1.11;8.06;9.17;17.99;11.78;8.63;12.44;111
242281;8798;BELM;COAR;859;8/28/2016 2:12 AM;9/3/2016 2:42 PM;1239;1270;70.85;31.74;120.64;40.09;13;13.5;1.2;L;96;43.59;4.76;1056;49.79;8.35;58.14;21.31;43.59;4.76;48.35;21.84;3.59;6.2;9.79;18.69;7.94;3.05;11;156
242333;1VZ2;BELM;COAR;71;8/30/2016 11:30 PM;9/9/2016 3:30 PM;1308;1270;334;39;390;58;13.3;15.75;0.1;L;94.2;45.53;7.86;1143;56;19;75;17.44;45.53;7.86;53.39;21.41;11.14;10.47;21.61;7.64;5.64;1.2;12.13;232
242519;1UZH;BELM;COAR;139;9/6/2016 2:45 AM;9/13/2016 3:00 PM;1308;1270;250;30;300;48;13.3;15.75;0.1;L;88.31;43.14;8.73;1103;50;18;68;19.24;43.14;8.73;51.87;21.26;9.27;6.86;16.13;12.71;0.56;0.09;12.49;2316
242644;8798;BELM;COAR;863;9/10/2016 7:00 AM;9/18/2016 5:00 PM;1253;1270;307.46;76.15;358.41;87.04;13;13.5;1.2;L;96.4;44.95;4.93;1076;50.95;10.89;61.84;20.26;44.95;4.93;49.88;21.57;5.96;6;11.96;14.8;6.2;1.68;11.16;202
242926;1UZH;BELM;COAR;143;9/19/2016 2:30 PM;9/25/2016 4:00 PM;1308;1270;138;68;300;48;13.3;15.75;0.1;L;84.36;44.55;4.01;1103;162;-20;142;9.21;44.55;4.01;48.56;22.71;-24.01;117.45;93.44;2.19;9.02;3.38;13.07;145
243041;8798;BELM;COAR;867;9/25/2016 1:30 AM;10/6/2016 5:30 PM;1240;1270;220.33;49.21;266.83;65.7;10;11;1.2;L;92.8;40.42;4.91;1055;46.5;16.49;62.99;19.69;40.42;4.91;45.33;23.27;11.58;6.08;17.66;10.48;4.43;0.99;11.37;280
243828;1UZH;BELM;COAR;155;10/27/2016 9:45 AM;11/3/2016 2:45 PM;1308;1270;155;52;202;67;13.3;15.75;0.1;L;82.74;43.17;7.2;1103;47;15;62;21.1;43.17;7.2;50.37;21.9;7.8;3.83;11.63;17.63;7.56;2.27;13.33;173
243999;0YLN;BELM;COAR;699;11/1/2016 1:36 AM;11/9/2016 5:24 PM;1319;1270;265.29;84.17;327.19;96.28;;;;C;95.3;53.26;4.55;1152;61.9;12.11;74.01;17.82;53.26;4.55;57.81;19.93;7.56;8.64;16.2;10.31;0.22;0.03;12.09;5871
244311;0YLN;BELM;COAR;703;11/17/2016 2:42 PM;11/23/2016 5:18 PM;1319;1270;155.49;62.49;216.31;70.4;14.5;18;1.25;L;94.3;52.91;4.43;1149;60.82;7.91;68.73;19.19;52.91;4.43;57.34;20.04;3.48;7.91;11.39;14.93;9.03;3.29;12.18;146
244883;0YLN;BELM;COAR;707;11/30/2016 2:24 AM;12/12/2016 4:54 PM;1319;1270;387.75;120.63;447.58;139.94;14.5;18;1.25;L;93.5;51.85;4.43;1150;59.83;19.31;79.14;16.67;51.85;4.43;56.28;20.43;14.88;7.98;22.86;7.39;4.37;0.81;12.3;302
245503;0YLN;BELM;COAR;711;12/18/2016 3:18 PM;12/23/2016 6:24 PM;1319;1270;284.57;104.47;340.11;111.06;14.5;18;1.25;L;95.2;48.45;4.66;1150;55.54;6.59;62.13;21.23;48.45;4.66;53.11;21.65;1.93;7.09;9.02;18.74;10.72;6.08;12.08;123
249438;1VZ2;BELM;COAR;159;5/13/2017 2:45 AM;5/18/2017 4:30 PM;1308;1270;209;54;271;67;13.5;18;3;L;101.78;53.5;9.03;1141;62;13;75;17.44;53.5;9.03;62.53;18.25;3.97;8.5;12.47;13.39;9.83;5.35;11.21;133
274815;1YJC;BELM;COAR;239;1/6/2019 7:00 PM;1/12/2019 5:00 PM;1261;1290;163.5;34.8;215.05;41.1;15;15.5;1.3;L;91.3;46.4;4.3;1116;51.55;6.3;57.85;21.8;46.4;4.3;50.7;22.01;2;5.15;7.15;20.28;0.29;0.03;12.22;4390
233469;130F;BELM;CODA;489;10/10/2015 5:36 AM;10/14/2015 10:06 PM;1159;1270;399.01;84.12;447.64;89.23;15;16.5;1.2;L;76.8;43.29;3.63;1018;48.63;5.11;53.74;21.57;43.29;3.63;46.92;21.7;1.48;5.34;6.82;20.67;10.35;4.01;13.26;112
233852;0YLN;BELM;CODA;585;10/15/2015 2:18 AM;10/23/2015 11:24 AM;1235;1242;302.28;84.4;356.18;95.79;;;;C;85.1;45.8;3.84;1062;53.9;11.39;65.29;18.92;45.8;3.84;49.64;21.39;7.55;8.1;15.65;11.05;6.14;1.49;12.48;201
191563;0U1U;BELM;CURA;81;11/26/2012 9:54 PM;12/1/2012 4:00 PM;1672;1540;638.6;56;754.6;59.6;13.78;35.7;0.11;L;6.6;8.4;0;79;116;3.6;119.6;13.98;8.4;0;8.4;9.4;3.6;107.6;111.2;14.33;14.67;14.83;11.97;114
273097;17HL;BELM;FAZE;37;11/23/2018 7:30 AM;11/23/2018 9:00 PM;328;368;614;96.7;640;96.7;13;31.5;0;C;17.1;13.2;0;160;26;0;26;12.62;13.2;0;13.2;12.12;0;12.8;12.8;13.12;25.23;-40.98;9.36;13
130331;6810;BELM;FLZA;547;12/17/2009 11:30 PM;12/20/2009 3:30 AM;715;715;993.22;62.5;1072.32;65;14.5;39;0;C;6.5;8.3;0;80;79.1;2.5;81.6;8.76;8.3;0;8.3;9.64;2.5;70.8;73.3;8.66;13.75;13.96;12.31;52
174568;17MJ;BELM;FLZA;29;2/6/2012 11:30 AM;2/8/2012 2:30 PM;764;728;810.1;105;881;108;13;1;1;C;5;6.6;0;80;70.9;3;73.9;10.34;6.6;0;6.6;12.12;3;64.3;67.3;10.16;0.52;0.47;16;1467
180055;4321;BELM;FLZA;85;7/21/2012 3:00 PM;7/24/2012 2:24 AM;704;728;649.1;142.4;730.9;142.4;13;32.5;0;C;5;8.1;0;74;81.8;0;81.8;8.61;8.1;0;8.1;9.14;0;73.7;73.7;8.55;11.93;11.67;14.8;59
180084;146;BELM;FLZA;115;8/3/2012 2:30 PM;8/5/2012 6:48 PM;704;728;744;73;811.5;73;13;31;0;C;4.7;6;0;78;67.5;0;67.5;10.43;6;0;6;13;0;61.5;61.5;10.18;0.48;0.43;16.6;1468
193135;6810;BELM;FLZA;911;1/9/2013 3:30 AM;1/11/2013 1:30 PM;691;728;901.7;63.8;986.1;63.8;13.5;35;0;C;5.6;8;0;71;84.4;0;84.4;8.19;8;0;8;8.88;0;76.4;76.4;8.12;0.47;0.42;12.68;1474
196942;0F3V;BELM;FLZA;495;5/6/2013 9:30 PM;5/9/2013 10:00 PM;709;728;694.7;87.1;741.7;88.4;9.5;14;0.5;C;7;8.9;0;80;47;1.3;48.3;14.68;8.9;0;8.9;8.99;1.3;38.1;39.4;15.96;0.32;0.29;11.43;2208
199480;1BW2;BELM;FLZA;97;6/3/2013 8:30 PM;6/5/2013 11:30 PM;725;728;638;140;717;140;13;30;1;C;6;9;0;81;79;0;79;9.18;9;0;9;9;0;70;70;9.2;0.49;0.44;13.5;1467
231406;6891;BELM;FLZA;43;8/5/2015 10:00 PM;8/7/2015 9:30 PM;700;728;422.66;66.85;485.09;66.85;13.5;29.5;0;C;6;11;0;78;62.43;0;62.43;11.21;11;0;11;7.09;0;51.43;51.43;12.09;0.48;0.43;13;1463
234219;6891;BELM;FLZA;87;11/11/2015 5:30 AM;11/13/2015 3:30 AM;627;728;510.4;92.8;573.94;93.39;13.5;29.5;0;C;6;11;0;78;63.54;0.59;64.13;9.78;11;0;11;7.09;0.59;52.54;53.13;10.33;13.63;13.72;13;46
247339;17MJ;BELM;FLZA;553;3/8/2017 9:36 AM;3/10/2017 12:54 PM;722;728;400;89.5;420;92;13;30;1;C;7;5;0.5;86;20;2.5;22.5;32.09;5;0.5;5.5;15.64;2;15;17;37.41;0.49;0.44;12.29;1467
275113;257J;BELM;FLZA;25;1/21/2019 7:00 AM;1/23/2019 11:30 AM;671;728;747.5;294;808.6;294.3;14;34;0.1;C;5;5.6;0;63;61.1;0.3;61.4;10.93;5.6;0;5.6;11.25;0.3;55.5;55.8;10.9;12.9;12.94;12.6;52
284693;17HL;BELM;FLZA;117;7/26/2019 8:00 PM;7/29/2019 3:00 PM;735;728;700.3;127.2;774.7;127.2;13;31.5;0;C;5.5;7.3;0;70;74.4;0;74.4;9.88;7.3;0;7.3;9.59;0;67.1;67.1;9.91;10.97;10.81;12.73;67
215123;7469;BELM;ITAC;731;3/13/2014 4:00 AM;3/16/2014 9:30 PM;974;974;352.8;95;427.5;95;12;31;0;C;74.5;60.5;0;774;74.7;0;74.7;13.04;60.5;0;60.5;12.79;0;14.2;14.2;14.08;10.94;13.79;10.39;89
236874;0YLN;BELM;LPAL;613;1/22/2016 9:54 PM;2/1/2016 6:42 AM;2697;2710;285.42;148.89;428.6;165.17;13;13;1.25;L;13.9;5.59;0.96;154;143.18;16.28;159.46;16.91;5.59;0.96;6.55;23.51;15.32;137.59;152.91;16.63;12.04;12.1;11.08;224
226800;138;BELM;MACE;1503;2/27/2015 7:00 AM;3/3/2015 12:30 PM;1306;1211;920;150;1020;151;12.3;23;0.5;C;7;5;0;78;100;1;101;12.93;5;0;5;15.6;1;95;96;12.79;12.93;13.06;11.14;101
276670;1YJC;BELM;MAUS;261;3/5/2019 7:24 PM;3/9/2019 3:48 AM;1020;1052;361.8;64.55;401.9;68.5;15;15.5;1.3;L;71;35;3.45;885;40.1;3.95;44.05;23.16;35;3.45;38.45;23.02;0.5;5.1;5.6;24.11;0.35;0.05;12.46;2936
276820;1YIH;BELM;MAUS;273;3/15/2019 6:42 PM;3/19/2019 5:00 AM;1047;1052;449.81;94.21;497.65;97.68;15.4;16.9;1;L;71.6;41.49;3;925;47.84;3.47;51.31;20.41;41.49;3;44.49;20.79;0.47;6.35;6.82;17.89;12.77;11.73;12.92;82
277063;1YJC;BELM;MAUS;267;3/20/2019 7:12 PM;3/24/2019 9:24 AM;1022;1052;269.8;44.7;308.4;49;15;15.5;1.3;L;74;31.6;3.7;885;38.6;4.3;42.9;23.82;31.6;3.7;35.3;25.07;0.6;7;7.6;18.03;11.88;11.42;11.96;86
277593;1YIH;BELM;MAUS;279;3/28/2019 5:30 PM;4/1/2019 1:24 AM;1042;1052;343.43;80.18;390.42;83.56;13;10.9;1;L;68.5;41.52;2.87;924;46.99;3.38;50.37;20.69;41.52;2.87;44.39;20.82;0.51;5.47;5.98;19.73;13.19;11.24;13.49;79
277840;20Y4;BELM;MAUS;247;4/3/2019 5:00 AM;4/6/2019 7:15 PM;1062;1052;250;35;290.5;43;13;14;3;L;74.5;40.5;0;840;40.5;8;48.5;21.9;40.5;0;40.5;20.74;8;0;8;27.75;0.48;0.1;11.28;2222
278233;1YIH;BELM;MAUS;285;4/13/2019 6:00 AM;4/16/2019 2:12 PM;1042;1052;239.56;62.57;287.32;66.51;13;10.9;1;L;70.4;42.5;3.57;925;47.76;3.94;51.7;20.15;42.5;3.57;46.07;20.08;0.37;5.26;5.63;20.78;13.03;12.19;13.14;80
278361;1YJC;BELM;MAUS;279;4/19/2019 7:00 AM;4/22/2019 10:42 PM;1021;1052;362.15;56.55;400.95;60.9;15;15.5;1.3;L;78.6;34.2;3.85;885;38.8;4.35;43.15;23.66;34.2;3.85;38.05;23.26;0.5;4.6;5.1;26.67;11.74;16.19;11.26;87
278795;1YIH;BELM;MAUS;291;4/27/2019 5:48 PM;5/1/2019 3:48 AM;1039;1052;452.71;101.4;500.66;105.47;15.4;16.9;1;L;71.1;42.51;3.6;917;47.95;4.07;52.02;19.97;42.51;3.6;46.11;19.89;0.47;5.44;5.91;20.64;12.67;11.19;12.9;82
278992;1YJC;BELM;MAUS;285;5/2/2019 7:00 AM;5/5/2019 7:48 PM;1022;1052;265.3;40;306.4;44.25;15;15.5;1.3;L;76.3;36.5;3.7;884;41.1;4.25;45.35;22.54;36.5;3.7;40.2;21.99;0.55;4.6;5.15;26.8;0.48;0.07;11.59;2148
279354;1YIH;BELM;MAUS;297;5/11/2019 5:12 PM;5/15/2019 6:54 AM;1033;1052;352.26;84.82;395.04;89.01;13;10.9;1;L;74.8;38.69;3.7;929;42.78;4.19;46.97;21.99;38.69;3.7;42.39;21.92;0.49;4.09;4.58;22.71;12.15;10.2;12.42;85
279533;1YJC;BELM;MAUS;291;5/16/2019 5:12 PM;5/20/2019 5:30 AM;1019;1052;167.9;21.55;209;25.75;15;15.5;1.3;L;74.8;36.1;3.75;884;41.1;4.2;45.3;22.49;36.1;3.75;39.85;22.18;0.45;5;5.45;24.77;12.13;14.67;11.82;84
279905;1YIH;BELM;MAUS;303;5/24/2019 3:42 PM;5/28/2019 2:30 AM;1042;53;241.77;69.93;287.49;73.95;13;10.9;1;L;73;41;3.59;919;45.72;4.02;49.74;20.95;41;3.59;44.59;20.61;0.43;4.72;5.15;23.88;12.71;13.67;12.59;82
280200;1YJC;BELM;MAUS;297;5/31/2019 3:54 AM;6/3/2019 4:12 PM;1019;1052;373.15;53.55;414;57.65;15;15.5;1.3;L;75.6;36.25;3.7;883;40.85;4.1;44.95;22.67;36.25;3.7;39.95;22.1;0.4;4.6;5;27.2;12.13;16.19;11.68;84
