"ESPT_CD_ID","EMBA_CD_ID","PORT_CD_ID_ORIGEM","PORT_CD_ID_DESTINO","ESPT_TX_NUM_ESCALA","ESPT_DT_QTO_BOLETIM","ESPT_DT_QTP_BOLETIM","ESPT_NR_DIST_NAVEGADA","ESPT_NR_DIST_TABELADA","ESPT_NR_COMB_EXI_MFO","ESPT_NR_OLEO_PESADO","ESPT_NR_COMB_EXI_MDO_MGO","ESPT_NR_OLEO_DIESEL","ESPT_MD_VELOC_TP","ESPT_MD_CONS_FO","ESPT_MD_CONS_DO","ESPT_IN_CARGA_LASTRO","CEVG_NR_TEMPO","CEVG_NR_OLEO_PESADO","CEVG_NR_OLEO_DIESEL","CEVG_NR_DISTANCIA_NAV","CONSUMO_FO_VIAGEM","CONSUMO_DO_VIAGEM","CONSUMO_TOTAL","CONSUMO_MEDIO_VIAGEM","CONSUMO_FO_DCE","CONSUMO_DO_DCE","CONSUMO_TOTAL_DCE","CONSUMO_MEDIO_DCE","CONSUMO_DO_FCE","CONSUMO_FO_FCE","CONSUMO_TOTAL_FCE","CONSUMO_MEDIO_FCE","VELOC_MEDIA_VIAGEM","VELOC_MEDIA_FCE","VELOC_MEDIA_DCE","TEMPO_VIAGEM","VALOR_PORTO","VEREDITO"
"279914","1CQ3","FAZE","ITAC","123","5/21/2019 12:30 PM","5/24/2019 3:00 AM","616","616","607.8","119.4","680.4","119.4","12.5","27.5","0.1","2","61.5","72.6","0","616","72.6","0","72.6","8.48","72.6","0","72.6","8.48","0","0","0","0","9.94","0","10.02","62","1908","1"
"280814","257J","FAZE","ITAC","55","6/9/2019 6:00 PM","6/12/2019 3:00 PM","613","598","320","191.63","392.06","191.93","14","34","0.1","2","68","72.06","0.3","613","72.06","0.3","72.36","8.47","72.06","0.3","72.36","8.47","0","0","0","0","0.28","0","9.01","2181","1908","1"
"281772","1HZM","FAZE","ITAC","659","6/22/2019 2:30 PM","6/25/2019 9:00 AM","615","598","611","108","660","118","13","30","1","2","65.5","49","10","615","49","10","59","10.42","49","10","59","10.42","0","0","0","0","9.32","0","9.39","66","1908","1"
"283203","17MJ","FAZE","ITAC","817","7/10/2019 11:00 PM","7/13/2019 11:30 AM","610","593","423","91","480","91.95","13","30","1","2","59.5","56","0.95","597","57","0.95","57.95","10.53","56","0.95","56.95","10.48","0","1","1","13","10.17","26","10.03","60","1908","1"
"283217","09XB","FAZE","ITAC","279","7/25/2019 8:00 PM","7/28/2019 4:30 PM","613","598","505","335.2","570.5","335.2","13","22","0.1","2","67.5","65.5","0","613","65.5","0","65.5","9.36","65.5","0","65.5","9.36","0","0","0","0","9.01","0","9.08","68","1908","1"
"286096","09XB","FAZE","ITAC","285","8/18/2019 1:30 AM","8/20/2019 5:30 PM","602","598","180.8","319.4","241.2","319.4","11","23","0.1","2","63","60.3","0","602","60.4","0","60.4","9.97","60.3","0","60.3","9.98","0","0.1","0.1","0","9.41","0","9.56","64","1908","1"
"286713","1LPY","FAZE","ITAC","135","8/23/2019 5:42 PM","8/26/2019 1:12 PM","606","598","770.3","148.6","826","148.9","13","31","0.1","2","67.5","55.7","0.3","606","55.7","0.3","56","10.82","55.7","0.3","56","10.82","0","0","0","0","9.04","0","8.98","67","1908","1"
"288094","1HZQ","FAZE","ITAC","619","9/17/2019 2:06 AM","9/19/2019 12:00 PM","614","593","754","140","825","141","13","30","1","2","56.9","71","1","600","71","1","72","8.53","71","1","72","8.33","0","0","0","0","10.77","140","10.54","57","1908","1"
"290247","29UD","FAZE","ITAC","7","11/3/2019 9:12 PM","11/6/2019 8:10 AM","611","598","349.3","155.5","408.3","155.5","12.5","25","0","2","58.95","59","0","611","59","0","59","10.36","59","0","59","10.36","0","0","0","0","0.28","0","10.36","2194","1908","1"
"289907","1BW2","FAZE","ITAC","661","11/5/2019 2:45 AM","11/7/2019 3:30 PM","606","598","721.5","140.5","795.5","142.5","13","30","1","2","59","74","2","606","74","2","76","7.97","74","2","76","7.97","0","0","0","0","0.41","0","10.27","1476","1908","1"
"289928","17MT","FAZE","ITAC","131","11/16/2019 1:00 AM","11/18/2019 2:00 PM","621","598","531.3","160","588.9","160","13","31.5","0","2","61","57.6","0","621","57.6","0","57.6","10.78","57.6","0","57.6","10.78","0","0","0","0","10.18","0","10.18","61","1908","1"
"291003","1HZM","FAZE","ITAC","705","11/27/2019 12:30 PM","11/29/2019 6:00 PM","627","598","280","96","351","100","13","30","1","2","53.5","71","4","627","71","4","75","8.36","71","4","75","8.36","0","0","0","0","11.83","0","11.72","53","1908","1"
"291156","25DB","FAZE","ITAC","131","12/4/2019 5:12 AM","12/6/2019 8:00 PM","611","598","720.3","275.5","778.9","275.5","11","23","0.1","2","62.8","58.6","0","611","58.6","0","58.6","10.43","58.6","0","58.6","10.43","0","0","0","0","0.41","0","9.73","1478","1908","1"
"291281","22I8","FAZE","ITAC","221","12/5/2019 6:42 AM","12/7/2019 9:30 PM","619","598","483.67","83.2","538.77","83.2","12","22","0.1","2","62.8","55.1","0","619","55.1","0","55.1","11.23","55.1","0","55.1","11.23","0","0","0","0","0.42","0","9.86","1478","1908","1"
"291400","1CQ3","FAZE","ITAC","187","12/13/2019 3:00 AM","12/15/2019 2:30 PM","616","598","650.28","147.2","711.98","147.2","12.5","27.5","0.1","2","59.5","61.7","0","616","61.7","0","61.7","9.98","61.7","0","61.7","9.98","0","0","0","0","10.44","0","10.35","59","1908","1"
"292033","1HZQ","FAZE","ITAC","645","12/23/2019 10:30 PM","12/26/2019 7:00 AM","612","598","754","105","823","110.5","13","30","1","2","56.5","69","5.5","612","69","5.5","74.5","8.21","69","5.5","74.5","8.21","0","0","0","0","10.93","0","10.83","56","1908","1"
"221265","0W5S","FAZE","ITAC","463","9/19/2014 8:45 PM","9/22/2014 4:30 AM","616","616","642.5","126.83","714.05","126.83","13","33.2","0","2","54.25","69.62","0","595","71.55","0","71.55","8.61","69.62","0","69.62","8.55","0","1.93","1.93","10.88","11.2","28","10.97","55","1908","1"
"223195","4321","FAZE","ITAC","265","11/19/2014 5:24 AM","11/21/2014 10:30 AM","607","600","500.6","123.9","0","0","13","32.5","0","2","53","78.1","0","607","-500.6","-123.9","-624.5","-0.97","78.1","0","78.1","7.77","-123.9","-578.7","-702.6","0","11.45","0","11.45","53","1908","1"
"223400","1OMY","FAZE","ITAC","23","11/22/2014 6:48 AM","11/24/2014 3:30 PM","608","616","559.9","78.2","623.7","78.7","12.5","30.5","0.2","2","55.7","63.8","0.5","608","63.8","0.5","64.3","9.46","63.8","0.5","64.3","9.46","0","0","0","0","10.86","0","10.92","56","1908","1"
"224088","6826","FAZE","ITAC","1123","12/18/2014 5:00 AM","12/20/2014 5:30 PM","618","618","600.3","88.2","655.1","88.2","14.5","39.5","0","2","60.5","54.8","0","618","54.8","0","54.8","11.28","54.8","0","54.8","11.28","0","0","0","0","10.3","0","10.21","60","1908","1"
"225142","6587","FAZE","ITAC","209","1/9/2015 8:42 AM","1/11/2015 7:30 PM","596","596","640.25","77.7","696.35","77.7","12","26","0","2","57.8","55","0","583","56.1","0","56.1","10.62","55","0","55","10.6","0","1.1","1.1","11.82","0.4","0.01","10.09","1474","1908","1"
"225587","17JX","FAZE","ITAC","213","1/13/2015 9:54 AM","1/15/2015 5:30 PM","605","605","465.9","114.3","534.5","114.3","12.5","35.5","0","2","55.6","68.6","0","605","68.6","0","68.6","8.82","68.6","0","68.6","8.82","0","0","0","0","11","0","10.88","55","1908","1"
"225644","0YF4","FAZE","ITAC","269","1/26/2015 10:00 AM","1/28/2015 6:00 PM","609","600","520.3","100.5","595.5","100.5","14","37.5","0","2","55","75.19","0","609","75.2","0","75.2","8.1","75.19","0","75.19","8.1","0","0.01","0.01","0","10.88","0","11.07","56","1908","1"
"226732","6587","FAZE","ITAC","223","2/25/2015 7:24 PM","2/28/2015 11:18 AM","610","610","418.1","67.1","480","67.1","12.5","27","0","2","62.9","60.9","0","597","61.9","0","61.9","9.85","60.9","0","60.9","9.8","0","1","1","13","9.68","130","9.49","63","1908","1"
"226565","6879","FAZE","ITAC","425","3/8/2015 8:06 AM","3/10/2015 7:30 PM","613","613","570.61","51.91","627.33","55.83","13.5","31","2.5","2","58.4","55.72","3.86","599","56.72","3.92","60.64","10.11","55.72","3.86","59.58","10.05","0.06","1","1.06","13.21","0.42","0.01","10.26","1475","1908","1"
"227135","0PSV","FAZE","ITAC","249","3/22/2015 5:00 AM","3/24/2015 4:30 PM","595","595","570","29.1","639.5","29.1","14","34.5","0","2","58.5","68.2","0","581","69.5","0","69.5","8.56","68.2","0","68.2","8.52","0","1.3","1.3","10.77","10.08","28","9.93","59","1908","1"
"228919","1U8O","FAZE","ITAC","53","5/11/2015 2:48 AM","5/13/2015 2:42 PM","617","617","960.37","82.52","1029.03","82.52","14","34","0","2","58","68.65","0","617","68.66","0","68.66","8.99","68.65","0","68.65","8.99","0","0.01","0.01","0","10.46","0","10.64","59","1908","1"
"230585","1OMY","FAZE","ITAC","99","7/10/2015 4:00 AM","7/12/2015 2:18 PM","624","624","565.4","74.7","643.6","74.7","12","35.3","0.2","2","57.3","78.2","0","624","78.2","0","78.2","7.98","78.2","0","78.2","7.98","0","0","0","0","0.42","0","10.89","1474","1908","1"
"233198","1SS6","FAZE","ITAC","87","10/8/2015 11:42 PM","10/11/2015 10:00 AM","620","620","464.69","97.52","532.09","97.52","12","30","0","2","57.3","67.4","0","620","67.4","0","67.4","9.2","67.4","0","67.4","9.2","0","0","0","0","0.28","0","10.82","2194","1908","1"
"233663","1SS6","FAZE","ITAC","95","10/26/2015 3:42 AM","10/28/2015 8:24 AM","620","620","1315.88","155.33","1373.57","155.33","12","30","0","2","51","57.69","0","620","57.69","0","57.69","10.75","57.69","0","57.69","10.75","0","0","0","0","11.92","0","12.16","52","1908","1"
"234192","1HZQ","FAZE","ITAC","199","11/17/2015 2:10 AM","11/19/2015 10:00 AM","606","606","331","57","395.5","59.5","13","30","1","2","54.83","64.5","2.5","592","64.5","2.5","67","9.04","64.5","2.5","67","8.84","0","0","0","0","11.02","82.35","10.8","55","1908","1"
"234671","5933","FAZE","ITAC","167","11/30/2015 6:12 AM","12/2/2015 10:00 AM","627","598","302.7","127","357.2","127","12","31","0.1","2","50.8","54.5","0","627","54.5","0","54.5","11.5","54.5","0","54.5","11.5","0","0","0","0","12.29","0","12.34","51","1908","1"
"234460","17MJ","FAZE","ITAC","429","12/3/2015 1:00 AM","12/5/2015 10:00 AM","592","592","482","87","539.1","89","13","30","1","2","56","56","2","579","57.1","2","59.1","10.02","56","2","58","9.98","0","1.1","1.1","11.82","0.4","0.01","10.34","1473","1908","1"
"235055","1UOO","FAZE","ITAC","45","12/15/2015 4:30 AM","12/17/2015 1:30 PM","616","605","622.78","253.46","679.51","253.46","13","31","0","2","57","56.73","0","616","56.73","0","56.73","10.86","56.73","0","56.73","10.86","0","0","0","0","10.81","0","10.81","57","1908","1"
"234946","6891","FAZE","ITAC","97","1/3/2016 12:00 AM","1/5/2016 9:30 AM","597","598","272.8","80.5","334.7","80.5","13.5","29.5","0","2","50","61.8","0","597","61.9","0","61.9","9.64","61.8","0","61.8","9.66","0","0.1","0.1","0","0.41","0","11.94","1473","1908","1"
"235205","1B4X","FAZE","ITAC","283","1/4/2016 2:48 AM","1/6/2016 10:00 AM","599","599","600.3","37.4","657.8","37.4","12","26","0","2","55.2","57.5","0","599","57.5","0","57.5","10.42","57.5","0","57.5","10.42","0","0","0","0","0.41","0","10.85","1471","1908","1"
"235438","5933","FAZE","ITAC","183","1/7/2016 1:30 AM","1/9/2016 10:00 AM","623","598","561.1","89.5","612.9","89.5","13","35","0.1","2","55.5","51","0","610","51.8","0","51.8","12.03","51","0","51","11.96","0","0.8","0.8","16.25","0.42","0.01","10.99","1496","1908","1"
"235512","1HZQ","FAZE","ITAC","217","1/14/2016 11:00 PM","1/17/2016 9:30 AM","602","602","665","133","731","134","13","30","1","2","57.5","66","1","588","66","1","67","8.99","66","1","67","8.78","0","0","0","0","10.38","28","10.23","58","1908","1"
"235831","6891","FAZE","ITAC","105","1/19/2016 6:00 AM","1/21/2016 12:30 PM","598","598","369.6","67.3","433.5","67.3","13.5","29.5","0","2","50","63.8","0","597","63.9","0","63.9","9.36","63.8","0","63.8","9.36","0","0.1","0.1","10","11.07","0.25","11.94","54","1908","1"
"236130","1U8O","FAZE","ITAC","121","2/1/2016 7:48 AM","2/3/2016 6:30 PM","613","613","222.26","103.8","298.6","103.8","14","34","0","2","57","74","0","600","76.34","0","76.34","8.03","74","0","74","8.11","0","2.34","2.34","5.56","0.42","0.01","10.53","1450","1908","1"
"235976","1SS6","FAZE","ITAC","125","2/2/2016 5:30 AM","2/4/2016 6:42 PM","625","625","787.33","133.33","853.8","133.33","13","32","0","2","60","66.46","0","625","66.47","0","66.47","9.4","66.46","0","66.46","9.4","0","0.01","0.01","0","0.43","0","10.42","1453","1908","1"
"236233","5933","FAZE","ITAC","201","2/17/2016 1:42 AM","2/19/2016 11:30 AM","620","598","492.7","56.1","550.3","56.1","13","35","0.1","2","56.8","56.3","0","606","57.6","0","57.6","10.76","56.3","0","56.3","10.76","0","1.3","1.3","10.77","10.88","70","10.67","57","1908","1"
"236607","0P9L","FAZE","ITAC","631","2/24/2016 1:30 AM","2/26/2016 9:30 AM","630","630","344.9","32.8","404.4","32.9","13.5","38.2","0.2","2","55","59.5","0","630","59.5","0.1","59.6","10.57","59.5","0","59.5","10.59","0.1","0","0.1","0","11.25","0","11.45","56","1908","1"
"238865","1HZM","FAZE","ITAC","331","5/4/2016 5:45 AM","5/6/2016 5:00 PM","611","611","838","113","890","113","13","30","1","2","58","50","0","611","52","0","52","11.75","50","0","50","12.22","0","2","2","0","0.41","0","10.53","1475","1908","1"
"238983","7469","FAZE","ITAC","945","5/16/2016 1:00 AM","5/18/2016 3:00 PM","590","590","588.3","95.5","639.1","95.5","12","31","0","2","62","50.8","0","590","50.8","0","50.8","11.61","50.8","0","50.8","11.61","0","0","0","0","9.52","0","9.52","62","1908","1"
"240153","1W2V","FAZE","ITAC","47","6/26/2016 10:00 AM","6/29/2016 8:00 AM","608","598","1173.6","82.74","1237.9","82.74","12.5","32","0.1","2","69","64.3","0","608","64.3","0","64.3","9.46","64.3","0","64.3","9.46","0","0","0","0","8.69","0","8.81","70","1908","1"
"240539","1VAF","FAZE","ITAC","31","7/6/2016 11:24 PM","7/9/2016 3:06 PM","623","598","287.4","189","352.5","189","13","30","0","2","62.7","65.1","0","623","65.1","0","65.1","9.57","65.1","0","65.1","9.57","0","0","0","0","0.28","0","9.94","2199","1908","1"
"242080","1SS6","FAZE","ITAC","181","9/2/2016 5:42 AM","9/4/2016 9:30 PM","612","612","449.98","277.15","516.68","277.15","13","32","0","2","63.8","66.69","0","612","66.7","0","66.7","9.18","66.69","0","66.69","9.18","0","0.01","0.01","0","0.42","0","9.59","1455","1908","1"
"276508","1CQ3","FAZE","MAUS","97","3/9/2019 2:30 AM","3/12/2019 3:00 AM","720","720","851.2","112.6","934.1","112.6","12.5","27.5","0.1","2","71.5","82.89","0","720","82.9","0","82.9","8.69","82.89","0","82.89","8.69","0","0.01","0.01","0","0.33","0","10.07","2184","1910","1"
"277956","23HS","FAZE","MAUS","17","4/14/2019 7:00 AM","4/17/2019 11:36 AM","718.9","704","598.32","78.83","683.77","79.76","12","28.5","0.3","2","76.6","85.45","0.93","719","85.45","0.93","86.38","8.32","85.45","0.93","86.38","8.32","0","0","0","0","9.46","0.17","9.39","76","1910","1"
"280036","17HL","FAZE","MAUS","97","6/10/2019 3:48 AM","6/13/2019 11:18 AM","718","704","775.6","187","860.9","187","8.5","19.5","0","2","79.2","85.1","0","718","85.3","0","85.3","8.42","85.1","0","85.1","8.44","0","0.2","0.2","0","9.09","0","9.07","79","1910","1"
"283180","0T2N","FAZE","MAUS","49","7/21/2019 12:05 AM","7/24/2019 7:45 AM","704","704","556.5","284.5","637.5","284.5","11.5","23","0","2","79.58","81","0","704","81","0","81","8.69","81","0","81","8.69","0","0","0","0","8.91","0","8.85","79","1910","1"
"283526","22I8","FAZE","MAUS","163","7/30/2019 11:00 AM","8/2/2019 7:00 PM","728","704","387.92","189.91","459.62","189.91","12","22","0.1","2","80","71.7","0","728","71.7","0","71.7","10.15","71.7","0","71.7","10.15","0","0","0","0","9.1","0","9.1","80","1910","1"
"286183","17HL","FAZE","MAUS","125","8/15/2019 1:00 PM","8/18/2019 7:42 PM","733","704","908.8","173.1","989.8","173.1","13","31.5","0","2","78.7","81","0","733","81","0","81","9.05","81","0","81","9.05","0","0","0","0","9.4","0","9.31","78","1910","1"
"286436","17MT","FAZE","MAUS","115","9/2/2019 3:18 PM","9/5/2019 5:00 PM","734","704","855.6","200.8","934.1","201.3","13","31.5","0","2","73.7","78.5","0","734","78.5","0.5","79","9.29","78.5","0","78.5","9.35","0.5","0","0.5","0","0.34","0","9.96","2137","1910","1"
"286824","0T2N","FAZE","MAUS","67","9/3/2019 3:00 AM","9/6/2019 6:30 AM","703","704","253.8","199.1","320","199.1","14","33","0.1","2","75.5","66.2","0","703","66.2","0","66.2","10.62","66.2","0","66.2","10.62","0","0","0","0","0.32","0","9.31","2211","1910","1"
"287565","1CQ3","FAZE","MAUS","157","9/9/2019 11:30 AM","9/12/2019 9:30 AM","720","704","628.98","61.4","701.07","61.4","13.5","30.5","0.1","2","70","72.09","0","720","72.09","0","72.09","9.99","72.09","0","72.09","9.99","0","0","0","0","0.33","0","10.29","2182","1910","1"
"287084","25DB","FAZE","MAUS","105","9/14/2019 1:00 PM","9/17/2019 12:12 PM","718","704","746.4","296.9","813.9","297","11","23","0.1","2","69.2","65.8","0","696","67.5","0.1","67.6","10.62","65.8","0","65.8","10.58","0.1","1.7","1.8","12.22","10.11","12.22","10.06","71","1910","1"
"288411","1CQ3","FAZE","MAUS","165","10/5/2019 3:00 PM","10/8/2019 7:30 PM","717","704","763.23","90.69","841.36","90.69","12.5","27.5","0.1","2","68","77.24","0","717","78.13","0","78.13","9.18","77.24","0","77.24","9.28","0","0.89","0.89","0","0.32","0","10.54","2212","1910","1"
"288455","1LPY","FAZE","MAUS","151","10/7/2019 6:42 PM","10/10/2019 7:00 PM","720","704","641.1","158.6","704","158.6","14","34","0.1","2","72.3","62.9","0","717","62.9","0","62.9","11.45","62.9","0","62.9","11.4","0","0","0","0","0.33","0","9.92","2208","1910","1"
"222226","7469","FAZE","MAUS","781","10/27/2014 8:18 AM","10/30/2014 8:30 AM","709","709","444.8","61.6","509.8","61.6","12","31","0","2","71.2","64.3","0","697","65","0","65","10.91","64.3","0","64.3","10.84","0","0.7","0.7","17.14","9.85","15","9.79","72","1910","1"
"223295","0F3V","FAZE","MAUS","633","11/20/2014 2:00 AM","11/23/2014 1:00 AM","710","710","753.35","93.99","848","95.46","11","21","0.5","2","70","93.33","1.45","710","94.65","1.47","96.12","7.39","93.33","1.45","94.78","7.49","0.02","1.32","1.34","0","10","0","10.14","71","1910","1"
"223599","0YF4","FAZE","MAUS","249","11/21/2014 7:00 PM","11/24/2014 9:00 AM","708","720","629.6","171.5","726.6","171.7","15","46.5","0","2","60","97","0","708","97","0.2","97.2","7.28","97","0","97","7.3","0.2","0","0.2","0","11.42","0","11.8","62","1910","1"
"223825","17JX","FAZE","MAUS","199","12/2/2014 3:00 AM","12/4/2014 4:00 PM","693","693","473.9","70","554","70","12.5","35.5","0","2","60","80.1","0","693","80.1","0","80.1","8.65","80.1","0","80.1","8.65","0","0","0","0","0.48","0","11.55","1429","1910","1"
"224368","0YF4","FAZE","MAUS","257","12/19/2014 3:30 PM","12/22/2014 6:30 AM","712","710","803.8","148.3","894.8","148.3","14","37.5","0","2","61","90.99","0","711","91","0","91","7.82","90.99","0","90.99","7.81","0","0.01","0.01","100","11.3","0.5","11.66","63","1910","1"
"224738","0PSV","FAZE","MAUS","233","1/6/2015 2:01 AM","1/8/2015 6:30 PM","699","700","1135.1","85.5","1218.1","85.5","13","31","0","2","63.48","81.73","0","686","83","0","83","8.42","81.73","0","81.73","8.39","0","1.27","1.27","10.24","0.47","0.01","10.81","1480","1910","1"
"225349","1U8O","FAZE","MAUS","13","1/9/2015 11:49 PM","1/12/2015 9:00 PM","780","780","1062.35","104.32","1138.4","104.32","13","32","0","2","68.18","76.05","0","780","76.05","0","76.05","10.26","76.05","0","76.05","10.26","0","0","0","0","0.36","0","11.44","2181","1910","1"
"225012","4321","FAZE","MAUS","279","1/10/2015 7:30 AM","1/12/2015 11:30 PM","709","704","616","159","710.5","159","13","32.5","0","2","63","93","0","696","94.5","0","94.5","7.5","93","0","93","7.48","0","1.5","1.5","8.67","0.48","0.01","11.05","1480","1910","1"
"225599","1OMY","FAZE","MAUS","49","2/2/2015 4:30 AM","2/4/2015 8:00 PM","727","727","318.2","60.2","401.28","60.2","12.5","30.5","0.2","2","63.5","83.08","0","727","83.08","0","83.08","8.75","83.08","0","83.08","8.75","0","0","0","0","0.51","0","11.45","1431","1910","1"
"225896","1B4X","FAZE","MAUS","209","2/15/2015 2:00 AM","2/17/2015 8:12 PM","702","703","426.08","77.37","491.74","77.37","12.5","27","0","2","65.2","65.66","0","702","65.66","0","65.66","10.69","65.66","0","65.66","10.69","0","0","0","0","10.64","0","10.77","66","1910","1"
"226032","4321","FAZE","MAUS","285","3/8/2015 6:48 PM","3/11/2015 9:30 PM","697","704","523.3","141","623.3","141","13","32.5","0","2","67","97","0","697","100","0","100","6.97","97","0","97","7.19","0","3","3","0","0.32","0","10.4","2210","1910","1"
"226849","1HZQ","FAZE","MAUS","123","3/19/2015 4:15 PM","3/22/2015 4:45 AM","702","702","805","132","889.5","132","13","30","1","2","59","84","0","702","84.5","0","84.5","8.31","84","0","84","8.36","0","0.5","0.5","0","11.7","0","11.9","60","1910","1"
"227316","6587","FAZE","MAUS","233","3/28/2015 4:30 PM","3/31/2015 1:30 PM","710","710","726.6","94.43","801.2","94.43","12.5","27","0","2","68","73.6","0","697","74.6","0","74.6","9.52","73.6","0","73.6","9.47","0","1","1","13","10.29","13","10.25","69","1910","1"
"228256","108Z","FAZE","MAUS","241","4/24/2015 2:30 AM","4/26/2015 8:30 PM","704","704","618.6","151.2","712.4","151.2","12.5","35.5","0","2","65","93.7","0","704","93.8","0","93.8","7.51","93.7","0","93.7","7.51","0","0.1","0.1","0","10.67","0","10.83","66","1910","1"
"228118","17JX","FAZE","MAUS","249","4/30/2015 3:36 PM","5/3/2015 12:00 PM","702","702","537","64.9","628","64.9","12.5","35.5","0","2","68.4","91","0","702","91","0","91","7.71","91","0","91","7.71","0","0","0","0","10.32","0","10.26","68","1910","1"
"229459","0PSV","FAZE","MAUS","275","5/25/2015 9:30 PM","5/28/2015 9:30 PM","700","700","1311.8","58.6","1403.8","58.6","14","34.5","0","2","71","90.7","0","686","92","0","92","7.61","90.7","0","90.7","7.56","0","1.3","1.3","10.77","9.72","14","9.66","72","1910","1"
"229159","1T1I","FAZE","MAUS","33","5/29/2015 1:30 PM","6/1/2015 10:24 AM","723","723","400.8","188.65","473.36","188.65","12","31","0","2","67.9","72.56","0","723","72.56","0","72.56","9.96","72.56","0","72.56","9.96","0","0","0","0","10.63","0","10.65","68","1910","1"
"229581","17MJ","FAZE","MAUS","367","6/8/2015 12:42 AM","6/11/2015 4:00 AM","732","732","418","130","485","132","13","30","1","2","74.3","66","2","718","67","2","69","10.61","66","2","68","10.56","0","1","1","14","0.33","0.01","9.66","2211","1910","1"
"229478","2100","FAZE","MAUS","537","6/15/2015 7:00 PM","6/18/2015 9:42 PM","707","704","582.3","337.8","659","338.4","13","29","0.2","2","72.7","76.7","0.55","707","76.7","0.6","77.3","9.15","76.7","0.55","77.25","9.15","0.05","0","0.05","0","9.55","0","9.72","74","1910","1"
"230046","1B4X","FAZE","MAUS","235","7/1/2015 5:00 AM","7/4/2015 5:00 AM","712","720","474.6","63.85","552.96","63.85","12","26","0","2","71","78.36","0","712","78.36","0","78.36","9.09","78.36","0","78.36","9.09","0","0","0","0","0.33","0","10.03","2160","1910","1"
"230420","1AFA","FAZE","MAUS","55","7/2/2015 7:00 AM","7/5/2015 3:00 PM","704","704","1064.2","132.42","1144.6","132.64","12","26","0.1","2","79","80.38","0.21","704","80.4","0.22","80.62","8.73","80.38","0.21","80.59","8.74","0.01","0.02","0.03","0","0.33","0","8.91","2144","1910","1"
"231000","6826","FAZE","MAUS","1169","7/28/2015 11:30 PM","8/1/2015 7:18 AM","716","716","406.4","38.2","481.2","38.2","12","31","0","2","79.8","74.8","0","716","74.8","0","74.8","9.57","74.8","0","74.8","9.57","0","0","0","0","9.06","0","8.97","79","1910","1"
"231109","1AFA","FAZE","MAUS","63","8/4/2015 7:30 PM","8/8/2015 2:24 AM","704","704","742.6","129.45","814.5","129.77","12","26","0.1","2","77.9","71.9","0.32","704","71.9","0.32","72.22","9.75","71.9","0.32","72.22","9.75","0","0","0","0","0.24","0","9.04","2910","1910","1"
"230716","0F3V","FAZE","MAUS","701","8/5/2015 10:12 AM","8/8/2015 5:00 AM","713","713","646.96","96.3","734.18","97.2","11","21","0.5","2","65.8","86.42","0.89","702","87.22","0.9","88.12","8.09","86.42","0.89","87.31","8.04","0.01","0.8","0.81","13.58","0.32","0.01","10.67","2202","1910","1"
"231749","6879","FAZE","MAUS","479","8/25/2015 4:36 AM","8/28/2015 1:30 AM","712","715","413.1","42","483.9","47.2","13.5","31","2.5","2","68.9","70.8","5.2","712","70.8","5.2","76","9.37","70.8","5.2","76","9.37","0","0","0","0","10.47","0","10.33","68","1910","1"
"231992","6826","FAZE","MAUS","1177","8/28/2015 4:00 AM","8/31/2015 9:30 AM","716","716","604.5","89.2","674.3","89.2","12","31","0","2","77.5","69.8","0","716","69.8","0","69.8","10.26","69.8","0","69.8","10.26","0","0","0","0","9.3","0","9.24","77","1910","1"
"232317","17MJ","FAZE","MAUS","397","9/11/2015 10:00 PM","9/14/2015 3:00 PM","697","697","812","156","905.5","158.97","13","30","1","2","64","80","2","697","93.5","2.97","96.47","7.23","80","2","82","8.5","0.97","13.5","14.47","0","10.72","0","10.89","65","1910","1"
"232588","1OMY","FAZE","MAUS","127","9/20/2015 9:30 PM","9/23/2015 1:30 PM","727","727","520","55.3","603.6","55.3","12","35.3","0.2","2","64","83.6","0","727","83.6","0","83.6","8.7","83.6","0","83.6","8.7","0","0","0","0","11.36","0","11.36","64","1910","1"
"232619","6826","FAZE","MAUS","1183","9/26/2015 11:42 AM","9/29/2015 12:42 PM","716","716","206.9","67.8","274.4","67.8","12","31","0","2","73","67.5","0","716","67.5","0","67.5","10.61","67.5","0","67.5","10.61","0","0","0","0","9.81","0","9.81","73","1910","1"
"233007","1B4X","FAZE","MAUS","253","10/7/2015 11:00 PM","10/10/2015 8:48 PM","710","750","285","48.66","348.9","48.66","12","26","0","2","69.8","73.9","0","710","63.9","0","63.9","11.11","73.9","0","73.9","9.61","0","-10","-10","0","0.32","0","10.17","2205","1910","1"
"233094","6891","FAZE","MAUS","75","10/11/2015 8:30 PM","10/14/2015 11:00 AM","711","704","222.42","110.78","290.78","110.78","13.5","29.5","0","2","61.5","68","0","705","68.36","0","68.36","10.4","68","0","68","10.37","0","0.36","0.36","16.67","11.47","12","11.46","62","1910","1"
"233045","1T1I","FAZE","MAUS","65","10/17/2015 7:30 PM","10/20/2015 3:00 PM","730","727","633.67","261.06","703.85","261.06","12","31","0","2","66.5","70.18","0","727","70.18","0","70.18","10.4","70.18","0","70.18","10.36","0","0","0","0","10.9","6","10.93","67","1910","1"
