"ID_ANALISE","COND_ESPECIAL","ORIGEM_PORTO","DESTINO_PORTO","DISTANCIA_AREA_RESTRITA_HISTORICO","TEMPO_AREA_RESTRITA_HISTORICO","CONSUMO_AREA_RESTRITA_HISTORICO","VEREDITO_DISTANCIA","VEREDITO_DURACAO","VEREDITO_CONSUMO","VEREDITO_CONDICAO_ESPECIAL","DISTANCIA_AREA_RESTRITA","TEMPO_AREA_RESTRITA","CONSUMO_AREA_RESTRITA","CARGA_LASTRO","NAVIO","DISTANCIA_PORCENTAGEM","TEMPO_PORCENTAGEM","CONSUMO_PORCENTAGEM"
"10481","289594","COAR","CODA","72.5","4.05625","2.12875","1","1","1","1","71","4.33","2.46","C","25R5","-2.0689666","6.748843","15.56077"
"10482","289595","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","232","21.38","12.6","L","25R5","-1.4092684","-8.640117","-15.326654"
"10483","289596","CODA","COAR","120","11.405001","4.625","0","0","0","0","76","8","3.18","L","28VV","-36.666668","-29.85533","-31.24324"
"10484","289597","MAUS","CODA","150.25","12.8125","8.1925","1","1","0","0","144","12.7","6.5","L","1YJC","-4.1597366","-0.87804794","-20.659143"
"10485","289609","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","93","6","6.9","C","257J","-9.9625225","0.71656704","-7.319659"
"10486","289613","FREE","GAPA","50","4","2.3","1","1","1","1","50","4","2.3","C","1VCY","0","0","0"
"10487","289614","GAPA","SUAP","362","31.615","23.8","1","1","1","1","360","30","21.9","C","1VCY","-0.5524874","-5.1083326","-7.9831896"
"10488","289731","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","597","52.25","46","C","1HZM","81.28797","83.25795","60.83722"
"10489","289739","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","446","46.5","43.8","C","25DB","35.434555","63.0908","53.145004"
"10490","289794","CODA","BELM","1002","61.62857","35.27429","1","1","1","1","1042","68","35.63","C","1YJC","3.992021","10.338438","1.0084152"
"10491","289817","COAR","CODA","72.5","4.05625","2.12875","1","1","1","1","72","4.4","1.9300001","C","28VV","-0.68965554","8.474577","-9.336466"
"10492","289833","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","234","23.9","8.17","L","1YIH","-0.55934787","2.1282196","-45.096733"
"10493","289839","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1075","91.7","34.5","L","1YIH","26.120686","31.014515","-7.211155"
"10494","289865","CODA","COAR","120","11.405001","4.625","0","0","0","0","71","7.18","2.44","L","25R5","-40.833336","-37.045162","-47.243244"
"10495","289873","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1016","68","30.25","C","25R5","-12.194437","-3.2625556","-21.776873"
"10496","289898","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","884","71.9","36.190002","L","1YJC","3.7122607","2.7256727","-2.6658416"
"10497","289901","CODA","COAR","120","11.405001","4.625","0","0","0","0","67","6.5","3.5","L","20Y4","-44.166668","-43.007458","-24.324322"
"10498","289907","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","606","59","76","C","1BW2","84.02095","106.93243","165.73105"
"10499","289915","SALV","CABE","30","5","8","0","0","0","0","18","2","2.1","C","17HL","-39.999996","-60.000004","-73.75"
"10500","289922","MAUS","COAR","236.76471","23.310589","14.2658825","1","1","0","0","237","24.2","10.03","C","28VV","0.099372864","3.815484","-29.6924"
"10501","289928","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","621","61","57.6","C","17MT","88.57592","113.94708","101.39616"
"10502","290010","VITR","ALTO","27","3.3","2.14","1","1","1","1","27","3.3","2.14","L","12BF","0","0","0"
"10503","290027","XARE","MAUS","871.8611","86.91389","85.10917","1","1","1","1","899","88.5","68.6","C","0RRF","3.1127572","1.8249273","-19.39764"
"10504","290067","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","108","6","5","C","1HZM","4.559648","0.71656704","-32.840336"
"10505","290068","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","100","7.5","31.5","C","1HZM","-2.9307485","-18.230421","194.37138"
"10506","290073","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","108","9.83","9.8","C","29UD","4.834795","7.172656","-8.417791"
"10507","290074","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","574","59.6","57","C","29UD","103.46594","152.36414","124.79295"
"10508","290096","COAR","SAOL","1213.4603","77.65856","39.126026","1","1","0","0","1088","74.27","31.26","C","28VV","-10.339058","-4.3634176","-20.10433"
"10509","290097","CODA","MAUS","160.66667","11.25","12.666667","1","1","0","0","153","9.5","3.98","C","28VV","-4.7717867","-15.555554","-68.57895"
"10510","290118","COAR","BELM","1157.102","70.29336","38.67143","1","0","1","0","1314","106.7","35.53","C","1YIH","13.559556","51.79243","-8.123386"
"10511","290199","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","190","19","9","L","20Y4","-19.257593","-18.8102","-39.519043"
"10512","290201","BELM","BADO","77","5.83","3.38","1","1","1","1","77","5.83","3.38","L","25R5","0","0","0"
"10513","290202","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","71.6","35.969997","L","1YJC","3.8295865","2.2970557","-3.2575548"
"10514","290203","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","221","20.1","10.599999","L","1YJC","-6.083828","-14.109736","-28.766876"
"10515","290219","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","108","6.5","6","C","1HZM","4.559648","9.109616","-19.408405"
"10516","290235","ITAC","SAOL","814.64703","53.63176","51.88353","1","0","0","0","925","64.8","62.8","L","257J","13.546109","20.823933","21.040333"
"10517","290247","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","611","58.95","59","C","29UD","85.53927","106.75704","106.29122"
"10518","290274","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","1","0","336","31.3","21","C","290V","72.55349","82.31239","7.407713"
"10519","290275","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","101","9.5","8.8","C","290V","-1.960057","3.5748005","-17.76291"
"10520","290338","SUAP","HOUS","208.8","17.6","22.399998","1","1","1","1","201","17.2","18.6","L","9778","-3.7356317","-2.272725","-16.964275"
"10521","290362","SUAP","HOUS","208.8","17.6","22.399998","1","1","1","1","210","21.1","25.1","L","1M9E","0.574708","19.886362","12.053585"
"10522","290372","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","236","20.4","10.83","L","1YIH","0.29057264","-12.827796","-27.221245"
"10523","290413","BELM","MAUS","852.3582","69.99224","37.181194","0","1","0","0","1074","79.7","54.2","L","1YIH","26.00336","13.869762","45.772625"
"10524","290417","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","107","9.5","16.9","C","0441","3.8640976","3.5748005","57.93258"
"10525","290418","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","620","59","94.6","C","0441","88.27226","106.93243","230.76523"
"10526","290420","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","325","28.5","8.4","C","0441","66.90441","66.003296","-57.03691"
"10527","290434","ITAC","SALV","819.7143","51.414284","58.225716","0","1","1","0","610","55","48","L","1HZM","-25.583828","6.9741607","-17.562199"
"10528","290451","SING","TAPE","11.555555","1.1922221","0.89666665","0","0","0","0","22","3.5","1.77","C","22TQ","90.38461","193.56944","97.397766"
"10529","290452","TAPE","SING","20","2.4","4.1","0","0","1","0","34","3.3","4.7","C","22TQ","70.00001","37.49999","14.634144"
"10530","290493","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","611","58.2","45.7","C","290V","85.53927","104.12655","59.78829"
"10531","290517","SING","TAPE","11.555555","1.1922221","0.89666665","0","0","0","0","4","0.45","0","C","1V1P","-65.38461","-62.25536","-100"
"10532","290519","BADO","PALR","174","16.844194","8.7329035","1","1","0","0","176","17.98","10.48","C","25R5","1.1494279","6.743002","20.005905"
"10533","290553","SAOL","MAUS","830.75","69.49","52.6825","1","1","0","0","719","75.7","29.21","L","28VV","-13.451701","8.936537","-44.554646"
"10534","290554","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","22.7","9.5","L","28VV","-1.8342316","-2.99955","-36.158985"
"10535","290575","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","72.7","37.070004","C","1YJC","-2.8607726","3.4237027","-4.141104"
"10536","290619","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","115","6.5","11","C","1BW2","11.33666","9.109616","47.75126"
"10537","290623","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","109","10","18.5","C","1HZM","5.8054805","9.026098","72.88477"
"10538","290625","SUAP","FAZE","194.72223","17.168333","19.551668","1","0","0","0","160","12","1.5","C","1HZM","-17.83167","-30.103874","-92.32802"
"10539","290633","CABE","BELM","80.5","6.25","7.135","0","0","0","0","62","4.2","5.2","C","23HS","-22.981363","-32.8","-27.119839"
"10540","290635","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","108","10.5","9.3","C","17MT","4.834795","14.477407","-13.090354"
"10541","290636","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","190","19","11.08","L","20Y4","-19.257593","-18.8102","-25.541222"
"10542","290704","RNDE","VICO","95.181816","7.131818","8.246365","1","1","1","1","94","6.7","8.700001","C","1HQM","-1.2416422","-6.0548124","5.501044"
"10543","290734","ITAC","SALV","819.7143","51.414284","58.225716","0","0","0","0","140","14","18","L","1BW2","-82.920876","-72.77022","-69.08582"
"10544","290739","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1314","81","49.97","C","1YIH","13.559556","15.231371","29.21685"
"10545","290774","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","69.7","35.74","L","1YJC","3.8295865","-0.4175365","-3.8761318"
"10546","290778","TAPE","SUAP","197","16.5","19.9","1","1","1","1","197","16.5","19.9","L","0322","0","0","0"
"10547","290781","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","1","1","145","13.9","7.86","L","25R5","-7.5891914","-12.952412","2.8099775"
"10548","290794","MAUS","COAR","236.76471","23.310589","14.2658825","1","1","0","0","225","21","11.03","C","1YJC","-4.9689474","-9.912187","-22.682667"
"10549","290821","SING","SALV","212","16.3","20.355","1","1","1","1","228","18.6","20.5","L","22TQ","7.547164","14.110434","0.71235895"
"10550","290979","RIOJ","SUAP","214","19","25.5","0","0","0","0","537","40.5","41.6","C","0T2N","150.93457","113.15789","63.137245"
"10551","290994","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1142","74.22","28.21","C","28VV","-1.3051629","5.586076","-27.052094"
"10552","291003","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","627","53.5","75","C","1HZM","90.39792","87.64211","162.23459"
"10553","291012","BADO","PALR","174","16.844194","8.7329035","1","1","1","1","180","18.17","10.17","C","25R5","3.4482718","7.870996","16.456116"
"10554","291101","HOUS","SUAP","212.18182","14.535455","28.390911","1","1","1","1","210","14.97","24.3","C","9778","-1.0282815","2.9895544","-14.409232"
"10555","291103","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1118","72.8","35.15","C","1YJC","-3.3793092","3.565979","-9.106016"
"10556","291119","BELM","MAUS","852.3582","69.99224","37.181194","0","1","0","0","1074","77.4","46.670002","L","1YIH","26.00336","10.583687","25.520443"
"10557","291120","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","238","20","14.66","L","1YIH","1.1404872","-14.537054","-1.4832377"
"10558","291121","PALR","RIOJ","173.92308","17.90077","11.810384","1","1","0","0","176","15.75","7.9","L","08CK","1.1941552","-12.014961","-33.109707"
"10559","291122","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","213","21.17","16.7","L","20Y4","-9.48351","-9.53747","12.225782"
"10560","291136","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","108","6.4","6.5","C","17MT","4.559648","7.4310064","-12.692433"
"10561","291155","SAOL","FAZE","282.1111","23.616667","25.356667","1","1","1","1","320","26.1","24.8","C","25DB","13.430489","10.515177","-2.1953464"
"10562","291156","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","611","62.8","58.6","C","25DB","85.53927","120.26026","104.89264"
"10563","291157","BELM","ALTO","64","5.1","5.74","1","1","1","1","64","5.1","5.74","L","23HS","0","0","0"
"10564","291174","SALV","MACE","22","2.8999999","4.1","1","0","0","0","18","1.8","2","C","17HL","-18.181818","-37.93103","-51.219513"
"10565","291176","HOUS","SUAP","212.18182","14.535455","28.390911","1","1","1","1","211","15","23.5","C","1M9E","-0.5569875","3.1959414","-17.22703"
"10566","291183","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","103","10.38","9.8","C","25DB","-0.018668175","13.169098","-8.417791"
"10567","291259","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","1","0","112","11.6","9.7","C","22I8","8.717561","26.47028","-9.352308"
"10568","291281","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","619","62.8","55.1","C","22I8","87.96859","120.26026","92.655014"
"10569","291290","FLZA","BELM","79.77778","5.9744444","6.614445","1","0","0","0","67","4.7","5.28","C","23HS","-16.016716","-21.331602","-20.174706"
"10570","291313","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","101","6.2","5.8","C","290V","-2.2173643","4.0737867","-22.094786"
"10571","291335","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","235","24","8.89","L","28VV","-0.1343906","2.5555372","-40.25825"
"10572","291336","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","912","80.4","31.470001","L","28VV","6.9972634","14.869881","-15.360433"
"10573","291337","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","0.75","0.44","C","20Y4","-94.47529","-94.69462","-95.85942"
"10574","291341","PALR","RIOJ","173.92308","17.90077","11.810384","1","1","0","0","159","19.42","8","L","25R5","-8.580274","8.48695","-32.263"
"10575","291342","RIOJ","PALR","173.075","18.513748","11.301999","1","1","0","0","157","16","8.5","C","25R5","-9.287882","-13.577736","-24.792063"
"10576","291346","GALV","SUAP","251","18.4","27.3","1","1","1","1","251","18.4","27.3","C","1H62","0","0","0"
"10577","279560","RNDE","PALR","158.93814","17.095259","8.127424","1","0","0","0","144","13","5.79","C","1VZ2","-9.398717","-23.955524","-28.759718"
"10578","279573","LBEA","RIOJ","398","45.3","91","1","1","1","1","398","45.3","91","L","1UA4","0","0","0"
"10579","279578","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","100","8.5","17","C","0441","-2.9307485","-7.327813","58.867096"
"10580","279579","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","101","5.7","11.8","C","0441","-2.2173643","-4.3192625","58.49681"
"10581","279649","BBLA","RNDE","27","1.8499999","2.73","1","1","1","1","26","1.9","3.1","C","10QA","-3.7037015","2.702701","13.553106"
"10582","279656","RNDE","PALR","158.93814","17.095259","8.127424","1","1","0","0","129","17","3","C","1WPJ","-18.83635","-0.55722594","-63.08794"
"10583","279667","PALR","RNDE","156.90805","15.968277","7.6451726","1","0","0","0","129","11","3","L","1WPJ","-17.786247","-31.113422","-60.759552"
"10584","279714","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","65","35.350002","C","1YJC","-2.8607726","-7.5303793","-8.588839"
"10585","279717","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","1","1","138","15","7.09","L","1VZ2","-12.050402","-6.063753","-7.261741"
"10586","279733","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1076","95.2","37.41","L","1YLJ","26.238","36.015068","0.6153822"
"10587","279734","MAUS","COAR","236.76471","23.310589","14.2658825","1","1","0","0","238","23","10","C","1YLJ","0.5217433","-1.3323963","-29.90269"
"10588","279737","XARE","MAUS","871.8611","86.91389","85.10917","1","1","1","1","904","98","77.3","C","0RRF","3.6862373","12.755287","-9.1754675"
"10589","279834","SUAP","FAZE","194.72223","17.168333","19.551668","1","1","1","1","175","15.1","17.19","C","23HS","-10.128391","-12.047368","-12.079107"
"10590","279835","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","617","70.7","84.83","C","23HS","87.36127","147.96815","196.60483"
"10591","279841","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","102","8.9","16.3","C","0441","-0.9893596","-2.9667735","52.3255"
"10592","279842","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","102","5.5","11.4","C","0441","-1.249218","-7.6764765","53.124035"
"10593","279870","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","230","22","14.33","L","20Y4","-2.259189","-5.9907618","-3.7008703"
"10594","279905","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","919","73","44.59","L","1YIH","7.81852","4.2972803","19.926214"
"10595","279906","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","233","18.9","14.6","L","1YIH","-0.9843111","-19.237518","-1.8864393"
"10596","279914","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","616","61.5","72.6","C","1CQ3","87.0576","115.700745","153.84306"
"10597","280016","RNDE","PALR","158.93814","17.095259","8.127424","1","0","0","0","129","11","3","C","1WPJ","-18.83635","-35.654675","-63.08794"
"10598","280017","COAR","BELM","1119.8572","66.08572","36.25","1","0","1","0","1299","82","33.1","L","1YLJ","15.996933","24.081278","-8.68966"
"10599","280018","SUAP","TAPE","200","21","33.3","1","1","1","1","200","21","33.3","C","22TQ","0","0","0"
"10600","280036","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","718","79.2","85.1","C","17HL","148.99335","198.23177","187.23717"
"10601","280071","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","110","5.08","9.75","C","0W5S","6.4959407","-14.726639","30.961346"
"10602","280094","RNDE","PALR","158.93814","17.095259","8.127424","1","1","1","1","145","19.5","9.4","C","25R5","-8.769536","14.06672","15.657795"
"10605","280181","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1167","65.6","44.129997","C","1YIH","0.8554101","-6.676817","14.11525"
"10606","280182","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","230","23","14.38","L","20Y4","-2.259189","-1.7176092","-3.364867"
"10607","280191","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","224","20.5","11.150001","L","1YJC","-4.8089504","-12.400478","-25.07081"
"10608","275239","FREE","SNOS","217","15.7","23.1","1","1","1","1","217","15.7","23.1","C","09XB","0","0","0"
"10609","275284","ARAP","MAUS","871.7692","84.98231","90.887695","0","0","1","0","1047","105","85.04","C","24PO","20.100594","23.555124","-6.4339757"
"10610","275313","TANU","RIOA","1281","168","350","1","1","1","1","1281","168","350","C","1YG8","0","0","0"
"10611","275326","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","110","6.6","8","C","17MT","6.4959407","10.788226","7.455468"
"10612","275327","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1147","66.3","45.69","C","1YIH","-0.8730471","-5.6809845","18.149233"
"10613","275332","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","932","68.8","47.620003","L","1YIH","9.343696","-1.7033875","28.075504"
"10614","275341","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1121","65.8","38.2","C","1YJC","-3.120041","-6.392288","-1.219058"
"10615","275353","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","71.4","40.45","L","1YJC","3.8295865","2.011311","8.7915535"
"10616","275378","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","20.25","9.5","L","20Y4","-1.8342316","-13.468766","-36.158985"
"10617","275385","BELM","SAOL","84.92857","6.8732142","7.1921434","0","0","0","0","62","4.4","5.6","C","0ZM9","-26.997477","-35.98337","-22.13726"
"10618","275401","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","100","6.4","10.82","C","0W5S","-3.1855106","7.4310064","45.333504"
"10619","275409","PALR","BADO","175","15.405262","6.8063154","1","0","0","0","175","28.8","15.6","L","25R5","0","86.9491","129.19891"
"10620","275432","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","1","0.58","C","20Y4","-94.47529","-92.926155","-94.54196"
"10621","275441","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","918","75.6","46.91","L","1YIH","7.7011943","8.011972","26.165926"
"10622","275442","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","231","21","14.950001","L","1YIH","-1.8342316","-10.263908","0.46559572"
"10623","276876","XARE","MAUS","871.8611","86.91389","85.10917","1","0","1","0","1042","108","83.97","C","24PO","19.514454","24.260925","-1.338476"
"10624","276954","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","30","3","2.2","C","20Y4","-87.250656","-78.77847","-79.297104"
"10625","276965","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","102","5","6.7","C","1CQ3","-1.249218","-16.069525","-10.006052"
"10626","276966","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","102","7.5","9.7","C","1CQ3","-0.9893596","-18.230421","-9.352308"
"10627","276984","MAUS","ARAP","792","57.5","50.5","1","1","1","1","792","57.5","50.5","C","0RRF","0","0","0"
"10628","276999","SAOL","MAUS","830.75","69.49","52.6825","0","1","0","0","610","70.57","32","L","1VZ2","-26.572376","1.5541792","-39.258766"
"10629","277012","FREE","SUAP","202.5","14.285","22.7","1","1","1","1","201","13.37","25.6","C","9778","-0.7407427","-6.405318","12.775326"
"10630","277028","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","105","7","8.2","C","17HL","1.655221","17.502666","10.1418495"
"10631","277029","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","1","0","108","11.3","12","C","17HL","4.834795","23.1995","12.141478"
"10632","277053","BADO","PALR","174","16.844194","8.7329035","1","1","1","1","175","17.2","10.09","C","25R5","0.574708","2.112341","15.540039"
"10633","277058","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","610","59.3","74.29","C","17MJ","85.23561","107.98461","159.7521"
"10634","277063","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","74","35.3","L","1YJC","3.8295865","5.7260036","-5.059534"
"10635","277073","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","619","85","118.19","C","09XB","87.96859","198.12299","313.24677"
"10636","277074","TDAI","FAZE","326","24","34.3","1","0","0","0","321","42.36","46.8","C","09XB","-1.5337408","76.5","36.44315"
"10637","277075","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","223","21.1","10.6","L","1YJC","-5.2339077","-9.83659","-28.766865"
"10638","277101","RIOA","TALC","290.4","25","58.4","0","0","0","0","525","44.33","115","C","1YG8","80.78513","77.32001","96.91781"
"10639","277142","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","225","21.9","13","L","20Y4","-4.3839874","-6.418073","-12.638617"
"10640","277144","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","108","6.6","7.4","C","17HL","4.559648","10.788226","-0.6036937"
"10641","277145","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","108","10.3","10.8","C","17HL","4.834795","12.296891","0.92732906"
"10642","277197","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","596","58.08","76","C","1HZQ","80.98429","103.705666","165.73105"
"10643","277213","SAOL","BELM","83.97","6.7306004","7.3609986","1","0","1","0","99","8.7","8.36","C","0W5S","17.89925","29.260386","13.571537"
"10644","277225","COAR","BELM","1157.102","70.29336","38.67143","0","1","1","0","857","66.8","42.58","C","1YIH","-25.935661","-4.9696803","10.107136"
"10645","277255","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1077","92.4","36.02","L","1YLJ","26.355326","32.014633","-3.1230688"
"10646","277256","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","238","23","9.9","L","1YLJ","1.1404872","-1.7176092","-33.470947"
"10647","277268","MAUS","SAOL","885.4286","61.56857","52.25714","1","1","1","1","889","54","56.1","L","1CQ3","0.40335655","-12.29291","7.353747"
"10648","277313","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","1","1","145","18.25","8","L","25R5","-7.5891914","14.289104","4.641199"
"10649","277349","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","240","13","6","C","1VZ2","1.994741","-8.040065","-43.53754"
"10650","277382","TAPE","SING","6","1","1.1","0","0","0","0","88","7","8.4","L","6276","1366.6667","600","663.6363"
"10651","277384","COAR","SAOL","1213.4603","77.65856","39.126026","1","1","1","1","1122","68","34.35","C","1YJC","-7.5371504","-12.437212","-12.206781"
"10652","277434","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","109","6.9","7.6","C","17HL","5.5277944","15.824056","2.0826936"
"10653","275444","SING","PGUD","16","0.5","2.21","1","1","1","1","16","0.5","2.21","C","22TQ","0","0","0"
"10654","275445","TAPE","SING","20","2.4","4.1","1","0","0","0","21","1","1.89","C","22TQ","4.999995","-58.333336","-53.902435"
"10603","280102","FPRT","BROU","282","23.5","16.67","1","1","1","1","282","23.5","16.67","L","12BF","0","0","0"
"10604","280175","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","1","0","101","11.4","9.16","C","23HS","-1.960057","24.289751","-14.39867"
"10655","275446","ITAC","SUAP","802","54.059998","54.329998","1","1","1","1","767","49.5","43.9","L","6826","-4.364091","-8.43507","-19.197495"
"10656","275454","SALV","TAPE","210","18","27.6","1","1","1","1","210","18","27.6","C","22TQ","0","0","0"
"10657","275457","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","107","5.5","6.6","C","6826","3.5915017","-7.6764765","-11.349243"
"10658","275489","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","621","57.5","71.7","C","1A96","88.57592","101.67141","150.69626"
"10659","275517","MAUS","GUAM","1006","65.5","63.6","1","1","0","0","880","57.5","44","L","0RRF","-12.524849","-12.213743","-30.81761"
"10660","275520","ITAC","RIOJ","784","53.275","46.635002","0","0","1","0","300","28","39.15","L","0W5S","-61.734695","-47.44252","-16.050179"
"10661","275582","SAFS","SING","76","8.5","13.3","1","1","1","1","76","8.5","13.3","C","6276","0","0","0"
"10662","275585","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","20.25","11.81","L","20Y4","-1.8342316","-13.468766","-20.63554"
"10663","275604","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","70.2","40.100002","L","1YJC","3.8295865","0.29683113","7.8502297"
"10664","275605","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","228","19.8","11.85","L","1YJC","-3.1091094","-15.391684","-20.366734"
"10665","275617","RNDE","PALR","158.93814","17.095259","8.127424","1","1","1","1","159","17.7","9","C","25R5","0.038921833","3.537488","10.736191"
"10666","275628","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1173","67.1","45.47","C","1YIH","1.3739467","-4.542905","17.580355"
"10667","275638","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","101","5.5","7.4","C","1CQ3","-2.2173643","-7.6764765","-0.6036937"
"10668","275646","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","0","0","159","14","4.58","L","25R5","1.3332367","-12.326169","-40.092915"
"10669","275687","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","102","8","10.3","C","1CQ3","-0.9893596","-12.779117","-3.745228"
"10670","275689","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","1","0.58","C","20Y4","-94.47529","-92.926155","-94.54196"
"10671","275759","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","613","57.4","70.4","C","1LPY","86.14661","101.320694","146.15088"
