"ID_ANALISE","COND_ESPECIAL","ORIGEM_PORTO","DESTINO_PORTO","DISTANCIA_AREA_RESTRITA_HISTORICO","TEMPO_AREA_RESTRITA_HISTORICO","CONSUMO_AREA_RESTRITA_HISTORICO","VEREDITO_DISTANCIA","VEREDITO_DURACAO","VEREDITO_CONSUMO","VEREDITO_CONDICAO_ESPECIAL","DISTANCIA_AREA_RESTRITA","TEMPO_AREA_RESTRITA","CONSUMO_AREA_RESTRITA","CARGA_LASTRO","NAVIO","DISTANCIA_PORCENTAGEM","TEMPO_PORCENTAGEM","CONSUMO_PORCENTAGEM"
"10398","277803","CHRI","SAOL","219","17","21.2","1","1","1","1","219","17","21.2","C","1700","0","0","0"
"10399","277839","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1158","67.9","40.13","C","1YIH","0.07760525","-3.404814","3.7717104"
"10400","277840","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","840","74.5","40.5","L","20Y4","-1.449883","6.4403653","8.926034"
"10401","277841","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","225","21.3","11.5","L","20Y4","-4.3839874","-8.981967","-22.718775"
"10402","277855","XARE","MAUS","871.8611","86.91389","85.10917","1","1","1","1","882","98","72.4","C","0RRF","1.1629105","12.755287","-14.932781"
"10403","277873","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","104","8.2","10.5","C","1CQ3","0.9520173","-10.598594","-1.8762052"
"10404","277956","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","719","76.6","86.38","C","23HS","149.34013","188.44133","191.55753"
"10405","278001","SAOL","FAZE","282.1111","23.616667","25.356667","1","0","1","0","315","33.1","20.800001","C","25DB","11.658133","40.155254","-17.970287"
"10406","278010","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","67.2","33.25","C","1YJC","-2.8607726","-4.4006467","-14.019209"
"10407","278014","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1132","90.5","35.55","L","1YLJ","32.808018","29.300045","-4.387152"
"10408","278015","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","239","22.7","9.81","L","1YLJ","1.5654564","-2.99955","-34.07575"
"10409","278021","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","0","0","91","4","5","C","1HZQ","-11.898809","-32.855618","-32.840336"
"10410","278022","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","1","0","93","6.5","11","C","1HZQ","-9.7255945","-29.133034","2.796352"
"10411","278121","PALR","BADO","175","15.405262","6.8063154","1","0","0","0","175","21","12.5","L","25R5","0","36.317062","83.65296"
"10412","278233","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","925","70.4","46.07","L","1YIH","8.522451","0.5825758","23.90672"
"10413","278234","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","233","19","13.309999","L","1YIH","-0.9843111","-18.8102","-10.555387"
"10414","278253","SAOL","BELM","83.97","6.7306004","7.3609986","1","1","0","0","81","6.3","5.3","C","6826","-3.5369813","-6.397647","-27.998894"
"10415","278283","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","102","5.3","7.2","C","1CQ3","-1.249218","-11.0336895","-3.290087"
"10416","278287","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","0","0","109","4.5","11","C","1HZQ","5.5277944","-24.462568","47.75126"
"10417","278290","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","225","23","14","L","20Y4","-4.3839874","-1.7176092","-5.9185085"
"10418","278294","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","97","10.8","12.9","C","09XB","-5.842823","17.748188","20.552086"
"10419","278314","BADO","PALR","174","16.844194","8.7329035","1","0","0","0","175","22","12.8","C","25R5","0.574708","30.608797","46.5721"
"10420","278358","COAR","BELM","1157.102","70.29336","38.67143","1","0","1","0","1297","85.1","32.65","C","1YLJ","12.090373","21.064068","-15.570736"
"10421","278360","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","225","21.7","12","L","1YJC","-4.3839874","-7.272702","-19.358719"
"10422","278361","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","78.6","38.05","L","1YJC","3.8295865","12.298155","2.336681"
"10423","278363","ITAC","SAOL","814.64703","53.63176","51.88353","1","1","1","1","757","47.1","48.73","L","1CQ3","-7.076323","-12.178904","-6.0780945"
"10424","278432","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","319","29","26.6","C","1OA6","63.823105","68.91564","36.04977"
"10425","278434","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","597","68.65","68","C","1OA6","81.28797","140.77814","137.75937"
"10426","278501","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1154","67.8","38.26","C","1YIH","-0.26808977","-3.5470724","-1.0639131"
"10427","278523","SUAP","HOUS","208.8","17.6","22.399998","1","1","1","1","219","19","18.3","L","9778","4.8850536","7.954538","-18.303568"
"10428","278540","HOUS","FREE","52.5","4.35","5.35","1","1","1","1","49","4","4.7","L","9778","-6.666666","-8.045978","-12.149536"
"10429","278555","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","220","20.9","12.19","L","20Y4","-6.5087914","-10.691219","-18.081903"
"10430","278561","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1101","64.6","35.3","C","1YJC","-4.8484983","-8.099424","-8.718139"
"10431","278562","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","240","20.8","9.91","L","1YLJ","1.9904137","-11.118537","-33.403744"
"10432","278587","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1077","92.2","32.26","L","1YLJ","26.355326","31.728888","-13.235712"
"10433","278614","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","105","9.2","11.6","C","25DB","1.9227147","0.30401945","8.403433"
"10434","278615","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","615","61.4","59.079998","C","25DB","86.75393","115.350006","106.57094"
"10435","278617","SIKK","CTOW","70","6.5","12.1","1","1","1","1","70","6.5","12.1","C","22TQ","0","0","0"
"10436","278624","FREE","SUAP","202.5","14.285","22.7","1","1","1","1","204","15.2","19.8","C","9778","0.7407427","6.405318","-12.775337"
"10437","278644","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","5","0.7","0.5","C","25WL","-98.26607","-97.36411","-98.312355"
"10438","278647","SUAP","FAZE","194.72223","17.168333","19.551668","1","1","0","0","158","13.92","12.2","C","25WL","-18.858778","-18.920494","-37.601234"
"10439","278681","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","1","0.58","C","20Y4","-94.47529","-92.926155","-94.54196"
"10440","278714","SAOL","BELM","83.97","6.7306004","7.3609986","1","0","0","0","69","4.7","4.6","C","1CQ3","-17.827797","-30.169678","-37.50848"
"10441","278734","CABE","BELM","80.5","6.25","7.135","1","1","1","1","80","7","6.6","C","17HL","-0.62111616","12","-7.4982524"
"10442","288775","CODA","COAR","120","11.405001","4.625","0","0","0","0","77","8.4","3.14","L","28VV","-35.833336","-26.348103","-32.108105"
"10443","288776","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","777","67.4","36.58","L","25R5","-8.841145","-3.703612","-1.616925"
"10444","288777","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","232","21.5","8.49","L","25R5","-1.4092684","-8.127332","-42.946297"
"10445","288793","SPMA","GAPA","216","14.3","19.5","1","1","1","1","216","14.3","19.5","L","290V","0","0","0"
"10446","288896","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","71.1","35.19","L","1YJC","3.8295865","1.5826821","-5.355382"
"10447","288919","MAUS","CODA","150.25","12.8125","8.1925","1","1","0","0","143","12","6.1499996","L","1YJC","-4.825294","-6.341463","-24.931347"
"10448","288923","COAR","CODA","72.5","4.05625","2.12875","1","1","1","1","60","4","1.9","C","28VV","-17.241377","-1.3867497","-10.745746"
"10449","288934","COAR","CODA","72.5","4.05625","2.12875","1","1","0","0","71","4.25","2.84","C","25R5","-2.0689666","4.776573","33.41162"
"10450","288949","MAUS","SUAP","861.25","60.562504","61.368748","1","0","1","0","720","47.5","50.5","C","17HL","-16.400581","-21.568632","-17.71056"
"10451","288955","RIOJ","PALR","173.075","18.513748","11.301999","1","1","0","0","175","16.17","6.99","C","08CK","1.1122346","-12.659502","-38.152534"
"10452","288999","XARE","MAUS","871.8611","86.91389","85.10917","0","0","0","0","1076","106.1","131.4","C","5933","23.414158","22.074854","54.389942"
"10453","289064","SUAP","STIA","536","42.5","45.1","1","1","1","1","536","42.5","45.1","C","0T2N","0","0","0"
"10454","289101","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","102","6","5.62","C","1CQ3","-1.249218","0.71656704","-24.51254"
"10455","289102","HOUS","SUAP","212.18182","14.535455","28.390911","1","1","1","1","217","13.7","29.1","C","1M9E","2.270782","-5.7477055","2.4975896"
"10456","289109","ITAC","SAOL","814.64703","53.63176","51.88353","1","1","1","1","751","50.3","46.8","L","1CQ3","-7.812834","-6.212288","-9.797966"
"10457","289118","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","1","1","156","14.48","7.43","L","08CK","-0.5787134","-9.320211","-2.8144896"
"10458","289127","CODA","COAR","120","11.405001","4.625","0","0","0","0","80","8.5","2.9","L","28VV","-33.333332","-25.471289","-37.297295"
"10459","289128","COAR","CODA","72.5","4.05625","2.12875","1","0","1","0","76","5.6","1.8799999","C","28VV","4.827583","38.058544","-11.68527"
"10460","289157","CODA","COAR","129.33333","12.55","5.77","0","0","0","0","71","6.75","4.46","C","25R5","-45.103092","-46.21514","-22.703636"
"10461","289158","COAR","CODA","72.5","4.05625","2.12875","1","1","1","1","71","4.25","2.54","C","25R5","-2.0689666","4.776573","19.318844"
"10462","289160","CODA","COAR","120","11.405001","4.625","0","0","0","0","69","7.5","3.65","L","20Y4","-42.5","-34.239376","-21.081078"
"10463","289173","BELM","MAUS","852.3582","69.99224","37.181194","0","1","0","0","1076","78.2","56.690002","L","1YIH","26.238","11.7266655","52.469563"
"10464","289174","CODA","BELM","1002","61.62857","35.27429","1","1","1","1","1042","67.4","34.03","C","1YJC","3.992021","9.364867","-3.5274684"
"10465","289213","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","107","7","5.6","C","1LPY","3.5915017","17.502666","-24.78118"
"10466","289344","COAR","CODA","72.5","4.05625","2.12875","1","0","1","0","75","5","1.72","C","28VV","3.4482718","23.266565","-19.20141"
"10467","289345","CODA","COAR","120","11.405001","4.625","0","0","0","0","76","7.6","3.0100002","L","28VV","-36.666668","-33.362568","-34.918915"
"10468","289374","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","112","9.8","9.700001","C","257J","8.717561","6.8455815","-9.352297"
"10469","289376","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","104","10","8.5","C","1LPY","0.9520173","9.026098","-20.566452"
"10470","289433","MAUS","FLZA","947.5","61.787502","63.9","1","1","0","0","880","62","47.5","L","0RRF","-7.124013","0.3439188","-25.665104"
"10471","289434","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","104","7","6.3","C","1LPY","0.68707466","17.502666","-15.37882"
"10472","289437","BELM","MACE","76.666664","5.6666665","4.566667","1","1","1","1","82","6.2","4.4","C","22I8","6.9565296","9.411764","-3.64964"
"10473","289454","GAPA","SUAP","362","31.615","23.8","1","1","1","1","364","33.23","25.7","C","290V","0.5524874","5.1083326","7.983196"
"10474","289479","CODA","BELM","1002","61.62857","35.27429","0","0","0","0","1231","77.7","57.96","C","1YIH","22.854292","26.077879","64.31232"
"10475","289534","CODA","MAUS","160.66667","11.25","12.666667","1","1","0","0","161","9.17","4.67","C","25R5","0.20745993","-18.48889","-63.131584"
"10476","289535","MAUS","CODA","150.25","12.8125","8.1925","1","1","1","1","156","12.4","8.29","L","1YIH","3.826952","-3.219515","1.190114"
"10477","289539","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","200","19","10","L","20Y4","-15.007991","-18.8102","-32.798935"
"10478","289575","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","115","11","12","C","1BW2","11.629641","19.928719","12.141478"
"10479","289577","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","243","24","25","C","1BW2","24.793148","39.79225","27.866327"
"10480","289592","GAPA","FREE","48","4","3.9","1","1","1","1","48","4","3.9","C","1VCY","0","0","0"
"10787","279534","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","224","20.8","11.5","L","1YJC","-4.8089504","-11.118537","-22.718775"
