"ID_ANALISE","ID_COND_ESPECIAL","ORIGEM_PORTO","DESTINO_PORTO","DISTANCIA_AREA_RESTRITA_HISTORICO","TEMPO_AREA_RESTRITA_HISTORICO","CONSUMO_AREA_RESTRITA_HISTORICO","VEREDITO_DISTANCIA","VEREDITO_DURACAO","VEREDITO_CONSUMO","VEREDITO_CONDICAO_ESPECIAL","DISTANCIA_AREA_RESTRITA","TEMPO_AREA_RESTRITA","CONSUMO_AREA_RESTRITA","CARGA_LASTRO","NAVIO","DISTANCIA_PORCENTAGEM","TEMPO_PORCENTAGEM","CONSUMO_PORCENTAGEM"
"9696","291119","BELM","MAUS","852.3582","69.99224","37.181194","0","0","0","0","1074","77.4","46.670002","L","1YIH","26.00336","10.583687","25.520443"
"9697","291120","MAUS","COAR","235.31624","23.401955","14.880716","1","0","1","0","238","20","14.66","L","1YIH","1.1404872","-14.537054","-1.4832377"
"9698","291121","PALR","RIOJ","173.92308","17.90077","11.810384","1","0","0","0","176","15.75","7.9","L","08CK","1.1941552","-12.014961","-33.109707"
"9699","291122","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","213","21.17","16.7","L","20Y4","-9.48351","-9.53747","12.225782"
"9700","291136","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","108","6.4","6.5","C","17MT","4.559648","7.4310064","-12.692433"
"9701","291155","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","1","0","320","26.1","24.8","C","25DB","13.430489","10.515177","-2.1953464"
"9702","291156","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","611","62.8","58.6","C","25DB","85.53927","120.26026","104.89264"
"9703","291157","BELM","ALTO","64","5.1","5.74","1","1","1","1","64","5.1","5.74","L","23HS","0","0","0"
"9704","291174","SALV","MACE","22","2.8999999","4.1","0","0","0","0","18","1.8","2","C","17HL","-18.181818","-37.93103","-51.219513"
"9705","291176","HOUS","SUAP","212.18182","14.535455","28.390911","1","1","0","0","211","15","23.5","C","1M9E","-0.5569875","3.1959414","-17.22703"
"9706","291183","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","1","0","103","10.38","9.8","C","25DB","-0.018668175","13.169098","-8.417791"
"9707","291259","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","1","0","112","11.6","9.7","C","22I8","8.717561","26.47028","-9.352308"
"9708","291281","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","619","62.8","55.1","C","22I8","87.96859","120.26026","92.655014"
"9709","291290","FLZA","BELM","79.77778","5.9744444","6.614445","0","0","0","0","67","4.7","5.28","C","23HS","-16.016716","-21.331602","-20.174706"
"9710","291313","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","101","6.2","5.8","C","290V","-2.2173643","4.0737867","-22.094786"
"9711","291335","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","235","24","8.89","L","28VV","-0.1343906","2.5555372","-40.25825"
"9712","291336","BELM","MAUS","852.3582","69.99224","37.181194","1","0","0","0","912","80.4","31.470001","L","28VV","6.9972634","14.869881","-15.360433"
"9713","291337","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","0.75","0.44","C","20Y4","-94.47529","-94.69462","-95.85942"
"9714","291341","PALR","RIOJ","173.92308","17.90077","11.810384","1","1","0","0","159","19.42","8","L","25R5","-8.580274","8.48695","-32.263"
"9715","291342","RIOJ","PALR","173.075","18.513748","11.301999","1","0","0","0","157","16","8.5","C","25R5","-9.287882","-13.577736","-24.792063"
"9716","291346","GALV","SUAP","1","1","1","0","0","0","0","251","18.4","27.3","C","1H62","25000","1740","2630"
"9717","279560","RNDE","PALR","158.93814","17.095259","8.127424","1","0","0","0","144","13","5.79","C","1VZ2","-9.398717","-23.955524","-28.759718"
"9718","279573","LBEA","RIOJ","398","45.3","91","1","1","1","1","398","45.3","91","L","1UA4","0","0","0"
"9719","279578","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","100","8.5","17","C","0441","-2.9307485","-7.327813","58.867096"
"9720","279579","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","101","5.7","11.8","C","0441","-2.2173643","-4.3192625","58.49681"
"9721","279649","BBLA","RNDE","27","1.8499999","2.73","1","1","0","0","26","1.9","3.1","C","10QA","-3.7037015","2.702701","13.553106"
"9722","279656","RNDE","PALR","158.93814","17.095259","8.127424","0","1","0","0","129","17","3","C","1WPJ","-18.83635","-0.55722594","-63.08794"
"9723","279667","PALR","RNDE","156.90805","15.968277","7.6451726","0","0","0","0","129","11","3","L","1WPJ","-17.786247","-31.113422","-60.759552"
"9724","279714","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","65","35.350002","C","1YJC","-2.8607726","-7.5303793","-8.588839"
"9725","279717","PALR","RNDE","156.90805","15.968277","7.6451726","0","1","1","0","138","15","7.09","L","1VZ2","-12.050402","-6.063753","-7.261741"
"9726","279733","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1076","95.2","37.41","L","1YLJ","26.238","36.015068","0.6153822"
"9727","279734","MAUS","COAR","236.76471","23.310589","14.2658825","1","1","0","0","238","23","10","C","1YLJ","0.5217433","-1.3323963","-29.90269"
"9728","279737","XARE","MAUS","871.8611","86.91389","85.10917","1","0","1","0","904","98","77.3","C","0RRF","3.6862373","12.755287","-9.1754675"
"9729","279834","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","175","15.1","17.19","C","23HS","-10.128391","-12.047368","-12.079107"
"9730","279835","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","617","70.7","84.83","C","23HS","87.36127","147.96815","196.60483"
"9731","279841","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","102","8.9","16.3","C","0441","-0.9893596","-2.9667735","52.3255"
"9732","279842","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","102","5.5","11.4","C","0441","-1.249218","-7.6764765","53.124035"
"9733","279870","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","230","22","14.33","L","20Y4","-2.259189","-5.9907618","-3.7008703"
"9734","279905","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","919","73","44.59","L","1YIH","7.81852","4.2972803","19.926214"
"9735","279906","MAUS","COAR","235.31624","23.401955","14.880716","1","0","1","0","233","18.9","14.6","L","1YIH","-0.9843111","-19.237518","-1.8864393"
"9736","279914","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","616","61.5","72.6","C","1CQ3","87.0576","115.700745","153.84306"
"9737","280016","RNDE","PALR","158.93814","17.095259","8.127424","0","0","0","0","129","11","3","C","1WPJ","-18.83635","-35.654675","-63.08794"
"9738","280017","COAR","BELM","1119.8572","66.08572","36.25","0","0","1","0","1299","82","33.1","L","1YLJ","15.996933","24.081278","-8.68966"
"9739","280018","SUAP","TAPE","200","21","33.3","1","1","1","1","200","21","33.3","C","22TQ","0","0","0"
"9740","280036","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","718","79.2","85.1","C","17HL","148.99335","198.23177","187.23717"
"9741","280071","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","0","0","110","5.08","9.75","C","0W5S","6.4959407","-14.726639","30.961346"
"9742","280094","RNDE","PALR","158.93814","17.095259","8.127424","1","0","0","0","145","19.5","9.4","C","25R5","-8.769536","14.06672","15.657795"
"9743","280102","FPRT","BROU","282","23.5","16.67","1","1","1","1","282","23.5","16.67","L","12BF","0","0","0"
"9744","280175","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","0","0","101","11.4","9.16","C","23HS","-1.960057","24.289751","-14.39867"
"9745","280181","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1167","65.6","44.129997","C","1YIH","0.8554101","-6.676817","14.11525"
"9746","280182","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","230","23","14.38","L","20Y4","-2.259189","-1.7176092","-3.364867"
"9747","280191","MAUS","COAR","235.31624","23.401955","14.880716","1","0","0","0","224","20.5","11.150001","L","1YJC","-4.8089504","-12.400478","-25.07081"
"9748","275239","FREE","SNOS","217","15.7","23.1","1","1","1","1","217","15.7","23.1","C","09XB","0","0","0"
"9749","275284","ARAP","MAUS","871.7692","84.98231","90.887695","0","0","1","0","1047","105","85.04","C","24PO","20.100594","23.555124","-6.4339757"
"9750","275313","TANU","RIOA","1281","168","350","1","1","1","1","1281","168","350","C","1YG8","0","0","0"
"9751","275326","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","1","0","110","6.6","8","C","17MT","6.4959407","10.788226","7.455468"
"9752","275327","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1147","66.3","45.69","C","1YIH","-0.8730471","-5.6809845","18.149233"
"9753","275332","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","932","68.8","47.620003","L","1YIH","9.343696","-1.7033875","28.075504"
"9754","275341","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1121","65.8","38.2","C","1YJC","-3.120041","-6.392288","-1.219058"
"9755","275353","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","71.4","40.45","L","1YJC","3.8295865","2.011311","8.7915535"
"9756","275378","MAUS","COAR","235.31624","23.401955","14.880716","1","0","0","0","231","20.25","9.5","L","20Y4","-1.8342316","-13.468766","-36.158985"
"9757","275385","BELM","SAOL","84.92857","6.8732142","7.1921434","0","0","0","0","62","4.4","5.6","C","0ZM9","-26.997477","-35.98337","-22.13726"
"9758","275401","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","100","6.4","10.82","C","0W5S","-3.1855106","7.4310064","45.333504"
"9759","275409","PALR","BADO","175","15.405262","6.8063154","1","0","0","0","175","28.8","15.6","L","25R5","0","86.9491","129.19891"
"9760","275432","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","1","0.58","C","20Y4","-94.47529","-92.926155","-94.54196"
"9761","275441","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","918","75.6","46.91","L","1YIH","7.7011943","8.011972","26.165926"
"9762","275442","MAUS","COAR","235.31624","23.401955","14.880716","1","0","1","0","231","21","14.950001","L","1YIH","-1.8342316","-10.263908","0.46559572"
"9763","276876","XARE","MAUS","871.8611","86.91389","85.10917","0","0","1","0","1042","108","83.97","C","24PO","19.514454","24.260925","-1.338476"
"9764","276954","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","30","3","2.2","C","20Y4","-87.250656","-78.77847","-79.297104"
"9765","276965","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","0","0","102","5","6.7","C","1CQ3","-1.249218","-16.069525","-10.006052"
"9766","276966","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","1","0","102","7.5","9.7","C","1CQ3","-0.9893596","-18.230421","-9.352308"
"9767","276984","MAUS","ARAP","1","1","1","0","0","0","0","792","57.5","50.5","C","0RRF","79100","5650","4950"
"9768","276999","SAOL","MAUS","830.75","69.49","52.6825","0","1","0","0","610","70.57","32","L","1VZ2","-26.572376","1.5541792","-39.258766"
"9769","277012","FREE","SUAP","202.5","14.285","22.7","1","1","0","0","201","13.37","25.6","C","9778","-0.7407427","-6.405318","12.775326"
"9770","277028","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","0","0","105","7","8.2","C","17HL","1.655221","17.502666","10.1418495"
"9771","277029","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","0","0","108","11.3","12","C","17HL","4.834795","23.1995","12.141478"
"9772","277053","BADO","PALR","174","16.844194","8.7329035","1","1","0","0","175","17.2","10.09","C","25R5","0.574708","2.112341","15.540039"
"9773","277058","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","610","59.3","74.29","C","17MJ","85.23561","107.98461","159.7521"
"9774","277063","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","74","35.3","L","1YJC","3.8295865","5.7260036","-5.059534"
"9775","277073","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","619","85","118.19","C","09XB","87.96859","198.12299","313.24677"
"9776","277074","TDAI","FAZE","326","24","34.3","1","0","0","0","321","42.36","46.8","C","09XB","-1.5337408","76.5","36.44315"
"9777","277075","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","223","21.1","10.6","L","1YJC","-5.2339077","-9.83659","-28.766865"
"9778","277101","RIOA","TALC","290.4","25","58.4","0","0","0","0","525","44.33","115","C","1YG8","80.78513","77.32001","96.91781"
"9779","277142","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","225","21.9","13","L","20Y4","-4.3839874","-6.418073","-12.638617"
"9780","277144","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","1","0","108","6.6","7.4","C","17HL","4.559648","10.788226","-0.6036937"
"9781","277145","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","1","0","108","10.3","10.8","C","17HL","4.834795","12.296891","0.92732906"
"9782","277197","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","596","58.08","76","C","1HZQ","80.98429","103.705666","165.73105"
"9783","277213","SAOL","BELM","83.97","6.7306004","7.3609986","0","0","0","0","99","8.7","8.36","C","0W5S","17.89925","29.260386","13.571537"
"9784","277225","COAR","BELM","1157.102","70.29336","38.67143","0","1","0","0","857","66.8","42.58","C","1YIH","-25.935661","-4.9696803","10.107136"
"9785","277255","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1077","92.4","36.02","L","1YLJ","26.355326","32.014633","-3.1230688"
"9786","277256","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","238","23","9.9","L","1YLJ","1.1404872","-1.7176092","-33.470947"
"9787","277268","MAUS","SAOL","885.4286","61.56857","52.25714","1","0","1","0","889","54","56.1","L","1CQ3","0.40335655","-12.29291","7.353747"
"9788","277313","PALR","RNDE","156.90805","15.968277","7.6451726","1","0","1","0","145","18.25","8","L","25R5","-7.5891914","14.289104","4.641199"
"9789","277349","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","240","13","6","C","1VZ2","1.994741","-8.040065","-43.53754"
"9790","277382","TAPE","SING","6","1","1.1","0","0","0","0","88","7","8.4","L","6276","1366.6667","600","663.6363"
"9791","277384","COAR","SAOL","1213.4603","77.65856","39.126026","1","0","0","0","1122","68","34.35","C","1YJC","-7.5371504","-12.437212","-12.206781"
"9792","277434","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","1","0","109","6.9","7.6","C","17HL","5.5277944","15.824056","2.0826936"
"9793","275444","SING","PGUD","1","1","1","0","0","0","0","16","0.5","2.21","C","22TQ","1500","-50","121"
"9794","275445","TAPE","SING","20","2.4","4.1","1","0","0","0","21","1","1.89","C","22TQ","4.999995","-58.333336","-53.902435"
"9795","275446","ITAC","SUAP","802","54.059998","54.329998","1","1","0","0","767","49.5","43.9","L","6826","-4.364091","-8.43507","-19.197495"
"9796","275454","SALV","TAPE","1","1","1","0","0","0","0","210","18","27.6","C","22TQ","20900","1700","2660"
"9797","275457","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","107","5.5","6.6","C","6826","3.5915017","-7.6764765","-11.349243"
"9798","275489","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","621","57.5","71.7","C","1A96","88.57592","101.67141","150.69626"
"9799","275517","MAUS","GUAM","1006","65.5","63.6","0","0","0","0","880","57.5","44","L","0RRF","-12.524849","-12.213743","-30.81761"
"9800","275520","ITAC","RIOJ","784","53.275","46.635002","0","0","0","0","300","28","39.15","L","0W5S","-61.734695","-47.44252","-16.050179"
"9801","275582","SAFS","SING","76","8.5","13.3","1","1","1","1","76","8.5","13.3","C","6276","0","0","0"
"9802","275585","MAUS","COAR","235.31624","23.401955","14.880716","1","0","0","0","231","20.25","11.81","L","20Y4","-1.8342316","-13.468766","-20.63554"
"9803","275604","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","70.2","40.100002","L","1YJC","3.8295865","0.29683113","7.8502297"
"9804","275605","MAUS","COAR","235.31624","23.401955","14.880716","1","0","0","0","228","19.8","11.85","L","1YJC","-3.1091094","-15.391684","-20.366734"
"9805","275617","RNDE","PALR","158.93814","17.095259","8.127424","1","1","0","0","159","17.7","9","C","25R5","0.038921833","3.537488","10.736191"
"9806","275628","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1173","67.1","45.47","C","1YIH","1.3739467","-4.542905","17.580355"
"9807","275638","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","101","5.5","7.4","C","1CQ3","-2.2173643","-7.6764765","-0.6036937"
"9808","275646","PALR","RNDE","156.90805","15.968277","7.6451726","1","0","0","0","159","14","4.58","L","25R5","1.3332367","-12.326169","-40.092915"
"9809","275687","ITAC","MAUS","103.01923","9.172115","10.700768","1","0","1","0","102","8","10.3","C","1CQ3","-0.9893596","-12.779117","-3.745228"
"9810","275689","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","1","0.58","C","20Y4","-94.47529","-92.926155","-94.54196"
"9811","275759","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","613","57.4","70.4","C","1LPY","86.14661","101.320694","146.15088"
"9812","275761","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","104","5.7","7.6","C","1CQ3","0.68707466","-4.3192625","2.0826936"
"9813","275794","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","164","13.5","14.3","C","6826","-41.866875","-42.836983","-43.604576"
"9814","275795","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","623","66","67.6","C","6826","89.18325","131.48372","136.36076"
"9815","275796","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","107","10","10.8","C","6826","3.8640976","9.026098","0.92732906"
"9816","275836","SUAP","CHRI","1","1","1","0","0","0","0","169","13.5","17.9","C","1506","16800","1250","1690"
"9817","275861","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1123","66.8","37.449997","C","1YJC","-2.9471934","-4.9696803","-3.158486"
"9818","275917","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","21.25","12","L","20Y4","-1.8342316","-9.19562","-19.358719"
"9819","275921","XARE","MAUS","871.8611","86.91389","85.10917","1","0","1","0","899","97.5","80.1","C","0RRF","3.1127572","12.180006","-5.885583"
"9820","275927","STIA","FAZE","313.33334","30.536667","28.433334","1","1","0","0","316","28.16","34.2","C","1OA6","0.85105896","-7.7829957","20.281363"
"9821","275955","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","1","0.58","C","20Y4","-94.47529","-92.926155","-94.54196"
"9822","275962","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","923","73.6","48.629997","L","1YIH","8.2878","5.1545143","30.791914"
"9823","276003","MAUS","COAR","235.31624","23.401955","14.880716","1","0","1","0","234","19.9","14.09","L","1YIH","-0.55934787","-14.964372","-5.3136945"
"9824","276009","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","735","73.4","80.3","C","17HL","154.88873","176.39157","171.0358"
"9825","276010","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","207","30.2","17.1","C","17HL","-26.624657","27.875793","-32.56211"
"9826","276012","COAR","BELM","1157.102","70.29336","38.67143","1","0","0","0","1212","83.2","32.82","C","1YLJ","4.7444344","18.361103","-15.13114"
"9827","276053","PGUD","SING","1","1","1","0","0","0","0","40","2.5","5.17","L","22TQ","3900","150","417"
"9828","276055","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","22.25","11","L","20Y4","-1.8342316","-4.9224734","-26.078827"
"9829","276057","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","69.8","39.4","L","1YJC","3.8295865","-0.2746582","5.9675574"
"9830","276064","BADO","PALR","174","16.844194","8.7329035","1","1","0","0","159","18.5","10.02","C","25R5","-8.620691","9.83013","14.738476"
"9831","276082","SEUS","NYOR","1","1","1","0","0","0","0","292","27.3","30.7","C","1700","29100","2630","2970"
"9832","276087","GAPA","SUAP","362","31.615","23.8","0","0","1","0","214","19","25.5","C","25AD","-40.883976","-39.901943","7.1428657"
"9833","276088","SAVA","GAPA","1","1","1","0","0","0","0","454","65.7","44.9","L","25AD","45300","6469.9995","4390"
"9834","276104","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1161","67.6","94.05","C","1YIH","0.33687353","-3.8316011","143.2028"
"9835","276133","JACK","SAVA","119","14","11.2","1","1","1","1","119","14","11.2","C","25AD","0","0","0"
"9836","276148","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","105","10","11.5","C","25DB","1.9227147","9.026098","7.468915"
"9837","276149","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","105","6.3","7.2","C","25DB","1.655221","5.7524085","-3.290087"
"9838","276178","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","599","60.6","56.89","C","1OA6","81.895294","112.54413","98.91368"
"9839","276201","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","105","6.3","6.4","C","25DB","1.655221","5.7524085","-14.03563"
"9840","276202","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","105","9.1","14.7","C","25DB","1.9227147","-0.7862389","37.373306"
"9841","276204","MAUS","COAR","235.31624","23.401955","14.880716","0","0","0","0","1116","90.8","52.649998","L","1YJC","374.25543","288.0018","253.8136"
"9842","276254","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","0.75","0.44","C","20Y4","-94.47529","-94.69462","-95.85942"
"9843","276275","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1063","90.2","35.88","L","1YLJ","24.712826","28.87143","-3.4996033"
"9844","276276","MAUS","COAR","236.76471","23.310589","14.2658825","1","1","0","0","236","22.5","9.93","C","1YLJ","-0.32298565","-3.477341","-30.393368"
"9845","276283","MACE","BELM","79","6.968","5.9539995","0","0","0","0","88","5.91","7.4","C","17MJ","11.392403","-15.183699","24.286211"
"9846","276294","CHRI","SNOS","147","10.5","14.1","1","1","1","1","147","10.5","14.1","L","1506","0","0","0"
"9847","276307","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","66.5","37.35","C","1YJC","-2.8607726","-5.396467","-3.4170687"
"9848","276321","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","917","72.6","48.39","L","1YIH","7.5838804","3.725779","30.146431"
"9849","276324","MAUS","SAOL","885.4286","61.56857","52.25714","1","0","1","0","876","55","51.7","L","6826","-1.0648608","-10.668707","-1.0661542"
"9850","276365","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","0","0","159","16","5.5","L","25R5","1.3332367","0.19866228","-28.05918"
"9851","276398","SING","TAPE","11.555555","1.1922221","0.89666665","0","0","0","0","16","1.5","1.9","C","6276","38.46154","25.815487","111.89592"
"9852","276399","TAPE","PGUD","1","1","1","0","0","0","0","50","5.3","7","C","6276","4900","430.00003","600"
"9853","276415","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","23.67","20.810001","L","20Y4","-1.8342316","1.1453986","39.845432"
"9854","276506","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","168","13.8","15.3","C","1CQ3","-13.723254","-19.619453","-21.745808"
"9855","276508","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","720","71.5","82.89","C","1CQ3","149.68694","169.23701","179.77779"
"9856","276539","BADO","PALR","174","16.844194","8.7329035","1","0","0","0","159","13.2","7.7","C","25R5","-8.620691","-21.634722","-11.827725"
"9857","276543","ITAC","SUAP","830.6667","57.024998","60.845","0","0","0","0","615","26","38.7","C","25DB","-25.963085","-54.405964","-36.39576"
"9858","276544","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","105","6.1","6.1","C","25DB","1.655221","2.395177","-18.065208"
"9859","276550","PGUD","TAPE","37","3","3.9","1","1","1","1","37","3","3.9","L","6276","0","0","0"
"9860","276577","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","0.75","2.44","C","20Y4","-94.47529","-94.69462","-77.0386"
"9861","276607","MAUS","COAR","235.31624","23.401955","14.880716","1","0","1","0","233","20.2","13.990001","L","1YIH","-0.9843111","-13.682419","-5.985701"
"9862","276611","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1160","68.3","44.57","C","1YIH","0.2504468","-2.8357685","15.253043"
"9863","276635","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1075","91.9","35.86","L","1YLJ","26.120686","31.30027","-3.5533905"
"9864","276636","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","237","22.4","9.52","L","1YLJ","0.7155299","-4.2815027","-36.024582"
"9865","276639","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","22","11","L","20Y4","-1.8342316","-5.9907618","-26.078827"
"9866","276642","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","103","8.5","13","C","1HZQ","-0.018668175","-7.327813","21.486605"
"9867","276666","SUAP","HOUS","208.8","17.6","22.399998","1","0","0","0","223","19.4","14","L","9778","6.800759","10.2272625","-37.499992"
"9868","276667","HOUS","FREE","52.5","4.35","5.35","1","1","0","0","56","4.7","6","L","9778","6.666672","8.045971","12.149536"
"9869","276670","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","71","38.45","L","1YJC","3.8295865","1.4398098","3.412497"
"9870","276696","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","172","12.9","15","C","17MJ","-11.669045","-24.861664","-23.280203"
"9871","276697","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","105","9.5","21","C","17MJ","1.9227147","3.5748005","96.24759"
"9872","276698","BELM","SUAP","77.78571","6.444286","6.313571","0","0","0","0","55","4","5","L","17MJ","-29.292929","-37.929504","-20.805513"
"9873","276745","ITAC","SUAP","802","54.059998","54.329998","0","0","1","0","927","61","52","L","1OA6","15.586031","12.837589","-4.288602"
"9874","276813","FLZA","BELM","79.77778","5.9744444","6.614445","1","0","1","0","74","6.8","6.57","C","24IQ","-7.24234","13.818121","-0.67194104"
"9875","276814","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","240","23","19.7","L","1VZ2","1.9904137","-1.7176092","32.3861"
"9876","276816","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","224","21.9","10.700001","L","1YJC","-4.8089504","-6.418073","-28.094852"
"9877","276817","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1124","69.7","33.65","C","1YJC","-2.8607726","-0.844121","-12.984848"
"9878","276818","PALR","BADO","175","15.405262","6.8063154","1","0","0","0","175","21","12.5","L","25R5","0","36.317062","83.65296"
"9134","291962","COAR","BELM","1157.102","70.29336","38.67143","0","0","0","0","1312","79.9","58.43","C","1YIH","13.386715","13.666498","51.09346"
"9135","292033","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","612","56.5","74.5","C","1HZQ","85.84294","98.16409","160.48636"
"9136","292060","SAOL","MAUS","830.75","69.49","52.6825","0","0","0","0","687","38","40.5","L","1WPJ","-17.30364","-45.315872","-23.124372"
"9137","292072","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","0","0.45","1","C","20Y4","-100","-96.81677","-90.58959"
"9138","292115","SUAP","HOUS","208.8","17.6","22.399998","1","0","1","0","206","14","22.3","L","9778","-1.3409972","-20.45455","-0.4464209"
"9139","292116","MAUS","COAR","236.76471","23.310589","14.2658825","1","1","1","1","220","21","15.5","C","1WPJ","-7.0807457","-9.912187","8.650827"
"9140","292220","BADO","PALR","174","16.844194","8.7329035","0","0","1","0","154","20.67","9.3","C","25R5","-11.494255","22.712898","6.493795"
"9141","292288","ITAC","SUAP","802","54.059998","54.329998","1","0","0","0","790","64.5","0","L","0441","-1.4962614","19.311882","-100"
